Title,Artist,Peak_Position,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness,Date
"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels,30,,,,,,,,,,,,1959-03-25
'Til,The Angels,14,4xDL1E4h0s3gHADCG7EQBd,0.0,0.725,0.508,0.368,0.133,0.0248,0.337,90.04299999999999,0.818,-7.697,1961-10-11
('til) I Kissed You,The Everly Brothers,4,0hA25gRi0Gh56Lb1wrud2Q,0.0,0.0231,0.7040000000000001,0.6859999999999999,0.183,0.0284,0.579,138.562,0.0,-8.509,1959-08-12
(A Ship Will Come) Ein Schiff Wird Kommen,Lale Anderson,88,,,,,,,,,,,,1961-04-19
(All of a Sudden) My Heart Sings,Paul Anka,15,5Eeq19q3Ft77GpSENEZL2I,23.0,0.809,0.307,0.267,0.26899999999999996,0.0327,0.39,111.322,0.0,-11.898,1958-12-17
(Baby) Hully Gully,The Olympics,72,0y5gB4JoCqvHeMoVbK6GZh,0.0,0.591,0.662,0.7390000000000001,0.374,0.031,0.9540000000000001,116.167,2.2800000000000002e-05,-5.843999999999999,1960-01-27
(Dance The) Mess Around,Chubby Checker,24,0w6KXM33lFxPhNH46VFeno,0.0,0.0783,0.541,0.594,0.205,0.0979,0.743,141.885,0.0,-11.422,1961-04-19
(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,12,,,,,,,,,,,,1962-10-03
(Do The New) Continental,The Dovells,37,4Fk2sC8CIjJvOxg0DClEjv,0.0,0.204,0.698,0.748,0.25,0.0554,0.909,120.441,0.0,-6.3389999999999995,1962-01-24
(Do The) Mashed Potatoes (Part 1),Nat Kendrick And The Swans,84,,,,,,,,,,,,1960-02-10
(Doin' The) Lovers Leap,Webb Pierce,93,,,,,,,,,,,,1960-04-20
(Down At) Papa Joe's,The Dixiebelles,9,,,,,,,,,,,,1963-09-25
(Ghost) Riders In The Sky,Ramrods,30,1D2yJKjfJoUPgw1IdBmcjQ,0.0,0.745,0.445,0.835,0.613,0.0455,0.35100000000000003,120.956,0.601,-7.598,1961-01-04
"(Girls, Girls, Girls) Made To Love",Eddie Hodges,14,6IIQVcryuNSvuPcfzwkAfN,2.0,0.26899999999999996,0.6990000000000001,0.5379999999999999,0.0524,0.0472,0.45299999999999996,88.899,0.0,-5.462000000000001,1962-06-20
(He's My) Dreamboat,Connie Francis,14,7121qM2g5al2WehLUDOqBm,6.0,0.899,0.34700000000000003,0.253,0.322,0.0321,0.475,70.41,0.0188,-12.802999999999999,1961-09-20
(He's) The Great Impostor,The Fleetwoods,30,2NBfPm9rWk2nYVDengT80Z,10.0,0.733,0.499,0.249,0.105,0.0422,0.539,117.163,0.0,-11.793,1961-09-06
(How Can I Write On Paper) What I Feel In My Heart,Jim Reeves,92,,,,,,,,,,,,1961-11-29
(I Can't Help You) I'm Falling Too,Skeeter Davis,39,5n0NEtDtt8ZmpdUNjmk1R9,0.0,0.122,0.612,0.41200000000000003,0.363,0.0263,0.45799999999999996,136.01,0.0199,-8.225,1960-08-17
(I Cried at) Laura's Wedding,Barbara Lynn,68,1kWnbqS0pNBX9UNFIdBoXw,3.0,0.84,0.579,0.299,0.11699999999999999,0.0304,0.19399999999999998,89.463,4.71e-05,-8.729,1963-08-07
(I Do The) Shimmy Shimmy,Bobby Freeman,37,5w9Lkgx3N8vHxbkMTlCUv1,1.0,0.6859999999999999,0.6990000000000001,0.561,0.58,0.0827,0.85,90.223,0.0,-12.056,1960-08-10
(I Don't Care) Only Love Me,Steve Lawrence,62,5NNgcXHZfOFUq6tzJ2UEQP,2.0,0.486,0.539,0.524,0.149,0.19899999999999998,0.8370000000000001,141.944,2.6899999999999997e-05,-12.487,1959-05-13
(I Love You) Don't You Forget It,Perry Como,39,,,,,,,,,,,,1963-05-29
(I Wanna) Dance With The Teacher,The Olympics,71,1CvJFpP55UcnaA2hQzUw3X,0.0,0.687,0.51,0.69,0.11199999999999999,0.0458,0.963,166.235,0.0,-10.738,1958-12-03
(I Wanna) Love My Life Away,Gene Pitney,39,2bRxJlMmM5oFfOgvYhUq5K,0.0,0.34299999999999997,0.637,0.6729999999999999,0.0923,0.0346,0.9159999999999999,136.493,0.396,-10.046,1961-01-25
(I was) Born To Cry,Dion,42,33Bm02THYi0sgIRTvxigbQ,18.0,0.611,0.39799999999999996,0.8140000000000001,0.326,0.0726,0.625,119.01700000000001,0.0,-4.346,1962-04-18
(I'll Be With You In) Apple Blossom Time,Tab Hunter,31,7p4NwdRBX4tbBaQBRZXnTM,6.0,0.856,0.585,0.45,0.0777,0.0357,0.627,130.16,4.92e-06,-9.468,1959-01-28
(I'm Watching) Every Little Move You Make,Little Peggy March,84,5XwszjwjjXOWFKMRGGRf7I,0.0,0.677,0.6809999999999999,0.514,0.33,0.0367,0.965,120.95100000000001,0.0,-10.509,1964-01-29
(I've Got) Bonnie,Bobby Rydell,18,5XbZjYB4z9OIJhutiDJeSV,10.0,0.77,0.32899999999999996,0.39799999999999996,0.242,0.0286,0.698,75.194,0.0,-7.385,1962-02-14
(I've Got) Spring Fever,Little Willie John,71,6fumpKW0ZNcq38MwzPHx4t,0.0,0.856,0.556,0.49,0.19699999999999998,0.0431,0.823,133.941,0.0,-9.167,1961-05-10
"(If You Cry) True Love, True Love",The Drifters,33,0lCJ5e0KlDxRQXFjvXBzC3,2.0,0.6829999999999999,0.485,0.31,0.17800000000000002,0.0378,0.529,142.812,0.0,-12.489,1959-10-28
(It Never Happens) In Real Life,Chuck Jackson,46,,,,,,,,,,,,1961-04-05
(It's No) Sin,The Duprees featuring Joey Vann,74,,,,,,,,,,,,1964-01-22
(Just Like) Romeo & Juliet,The Reflections,6,11uWix0e7SKGOkmaH7vNIG,0.0,0.38299999999999995,0.8079999999999999,0.47100000000000003,0.0835,0.0395,0.9570000000000001,144.077,2.05e-06,-11.975999999999999,1964-04-08
(Let's Do) The Hully Gully Twist,Bill Doggett,66,,,,,,,,,,,,1960-12-21
(Love Theme From) One Eyed Jacks,Ferrante & Teicher,37,7omQ1dTfirceVNW9JbRPON,2.0,0.919,0.359,0.49200000000000005,0.258,0.0279,0.20600000000000002,99.448,0.7020000000000001,-8.548,1961-03-15
(Marie's The Name) His Latest Flame,Elvis Presley,4,52SmTzTlcpvu0QRHApfVrx,0.0,0.43799999999999994,0.5660000000000001,0.804,0.102,0.0368,0.941,105.51100000000001,0.0555,-7.256,1961-08-23
(Native Girl) Elephant Walk,Donald Jenkins & The Delighters,64,,,,,,,,,,,,1963-09-11
(New In) The Ways Of Love,Tommy Edwards,47,4pNXt2MMFvTSBOkOPWjD8r,1.0,0.715,0.386,0.322,0.0544,0.032,0.508,178.668,0.0,-13.017999999999999,1959-11-11
(Night Time Is) The Right Time,Ray Charles with the Raylettes,95,,,,,,,,,,,,1959-02-04
(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires,2,,,,,,,,,,,,1959-03-18
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,9,,,,,,,,,,,,1959-09-09
(That's) What The Nitty Gritty Is,Shirley Ellis,72,0YgdjmDh0OEGyFsMBHjEoH,18.0,0.133,0.6,0.912,0.48,0.18100000000000002,0.8240000000000001,128.767,0.0,-4.781000000000001,1964-02-19
(The Best Part Of) Breakin' Up,The Ronettes,39,6HnZM0TzmovY7tMfErwGEl,0.0,0.401,0.483,0.718,0.129,0.0475,0.6729999999999999,105.30799999999999,0.00124,-10.144,1964-04-01
(The Clickity Clack Song) Four Little Heels,Brian Hyland,73,,,,,,,,,,,,1960-10-05
(The Man Who Shot) Liberty Valance,Gene Pitney,4,5aHaChkLaDNzWEzOSBXBOc,4.0,0.7040000000000001,0.601,0.579,0.297,0.0776,0.85,86.868,0.0,-10.075,1962-04-25
"(The Story Of) Woman, Love And A Man (Part 1)",Tony Clarke,88,,,,,,,,,,,,1964-03-11
"(Theme From) ""Goodbye Again""",Ferrante & Teicher,85,,,,,,,,,,,,1961-06-07
(Theme From) Any Number Can Win,Jimmy Smith,96,6i26zQpmVbXkAHWCnEJHWq,9.0,0.7090000000000001,0.721,0.6809999999999999,0.39299999999999996,0.0298,0.965,96.912,0.898,-11.190999999999999,1963-10-30
(Theme From) Silver City,The Ventures,83,,,,,,,,,,,,1961-08-23
(Theme From) The Sundowners,Mantovani & His Orchestra,93,,,,,,,,,,,,1960-11-02
"(Theme from) ""The Dark At The Top Of The Stairs""",Ernie Freeman,70,,,,,,,,,,,,1960-10-19
(Theme from) A Summer Place,Dick Roman,64,,,,,,,,,,,,1962-08-01
(Theme from) My Three Sons,Lawrence Welk And His Orchestra,55,,,,,,,,,,,,1961-03-15
(Theme from) The Great Impostor,Henry Mancini And His Orchestra,90,,,,,,,,,,,,1961-03-29
(There Was A) Tall Oak Tree,Dorsey Burnette,23,48aOBMDkZvoFtfQSmSw2ez,0.0,0.498,0.7090000000000001,0.315,0.313,0.0624,0.426,137.012,6.27e-06,-17.088,1960-01-27
(There's) Always Something There To Remind Me,Lou Johnson,49,1zc9G4b4zbRptS59Lg8VZu,22.0,0.47200000000000003,0.574,0.469,0.0742,0.0621,0.746,77.801,0.0,-8.163,1964-08-19
(Today I Met) The Boy I'm Gonna Marry,Darlene Love,39,26PFBxZ1Dhub2pFSolM70v,0.0,0.0024,0.531,0.612,0.14400000000000002,0.0308,0.805,91.40799999999999,0.8540000000000001,-10.357000000000001,1963-04-10
(Welcome) New Lovers,Pat Boone,18,,,,,,,,,,,,1960-02-17
(What A Sad Way) To Love Someone,Ral Donner,74,3oAO6ML8c5BaxDV5MyrWlM,0.0,0.87,0.603,0.32799999999999996,0.106,0.0285,0.45899999999999996,79.35300000000001,0.000169,-11.817,1962-03-21
(You Better) Know What You're Doin',Lloyd Price and His Orchestra,90,,,,,,,,,,,,1960-11-30
(You Can't Let The Boy Overpower) The Man In You,The Miracles,59,48homoFh1wmurhJTF86l5A,3.0,0.386,0.5870000000000001,0.546,0.27699999999999997,0.0294,0.748,94.999,0.0,-8.341000000000001,1964-03-04
(You Don't Know) How Glad I Am,Nancy Wilson,11,76DYqAyIQU6dQ5vZEnWSUO,9.0,0.8320000000000001,0.39,0.424,0.345,0.0335,0.606,49.824,0.000175,-10.135,1964-06-24
(You Were Made For) All My Love,Jackie Wilson,12,5OPGXC7ixg9TsRI5NKn5xj,6.0,0.929,0.34,0.39399999999999996,0.0706,0.0321,0.552,119.00399999999999,0.000152,-8.706,1960-07-06
(You're the) Devil In Disguise,Elvis Presley With The Jordanaires,3,,,,,,,,,,,,1963-06-26
(You've Got To) Move Two Mountains,Marv Johnson,20,0DpHNzahddr6xXNG4qYXeD,1.0,0.685,0.73,0.727,0.13699999999999998,0.0473,0.955,130.30700000000002,2.7699999999999996e-05,-7.909,1960-08-31
-twistin'-White Silver Sands,Bill Black's Combo,92,29ToQEOqMOHK1NA47YV3Yg,1.0,0.0979,0.8140000000000001,0.132,0.142,0.152,0.884,117.979,0.633,-21.776999999999997,1962-05-02
...And Then There Were Drums,Sandy Nelson,65,,,,,,,,,,,,1962-09-19
16 Candles,The Crests,2,4MCaKCnmJe3RWiu0zic1tD,22.0,0.757,0.441,0.39799999999999996,0.0906,0.0278,0.49700000000000005,110.475,0.0,-9.552,1958-11-19
18 Yellow Roses,Bobby Darin,10,4AwnEyKHRHY6UupSIwjnxQ,11.0,0.675,0.5870000000000001,0.163,0.0939,0.0927,0.451,120.12700000000001,0.0,-14.95,1963-05-08
20-75,Willie Mitchell,31,2gr4981WimaLxM3468aLfi,1.0,0.545,0.698,0.807,0.8240000000000001,0.039,0.9670000000000001,132.553,0.8420000000000001,-8.499,1964-08-26
31 Flavors,The Shirelles,97,1aPxgxmssjzfbEgs0Djcck,10.0,0.29600000000000004,0.6759999999999999,0.41100000000000003,0.305,0.0353,0.915,131.215,0.0,-9.735,1963-10-30
409,The Beach Boys,76,1J91M9Pn3JxaQ1MdzpVS85,6.0,0.807,0.469,0.389,0.34,0.0327,0.86,158.696,0.0,-14.482999999999999,1962-10-10
442 Glenwood Avenue,The Pixies Three,56,3TM1QULjDxKK1y7rpaeYUJ,1.0,0.7190000000000001,0.682,0.726,0.0798,0.0358,0.961,131.226,0.0,-8.52,1964-01-15
500 Miles Away From Home,Bobby Bare,10,7mTvhUKvFpnD4BLXgBeyNO,9.0,0.741,0.49700000000000005,0.33799999999999997,0.121,0.031,0.5870000000000001,106.12,0.0,-11.075999999999999,1963-10-02
77 Sunset Strip,The Big Sound Of Don Ralke,69,,,,,,,,,,,,1959-04-01
8 X 10,Bill Anderson,53,6jBVvMPO6c973N2ay6qRar,0.0,0.0772,0.47200000000000003,0.379,0.215,0.027000000000000003,0.41600000000000004,94.87700000000001,0.000669,-9.235,1963-08-21
A Big Hunk O' Love,Elvis Presley With The Jordanaires,1,,,,,,,,,,,,1959-07-01
A Boy Without A Girl,Frankie Avalon,10,1lnMvhEBpJh8pmoE7WUvgw,2.0,0.889,0.52,0.196,0.10300000000000001,0.0266,0.35,98.881,1.01e-06,-14.409,1959-05-20
A Breath Taking Guy,The Supremes,75,,,,,,,,,,,,1963-07-24
A Certain Girl,Ernie K-Doe,71,4PNWcTJBvMIZYg5gJXtqH7,2.0,0.696,0.816,0.62,0.14300000000000002,0.043,0.9470000000000001,130.06799999999998,0.0,-10.769,1961-11-08
A Certain Smile,Johnny Mathis,22,7EEUel3lIYOKoz1vwvF14n,0.0,0.24600000000000002,0.45899999999999996,0.16,0.109,0.027999999999999997,0.228,90.05799999999999,0.47200000000000003,-18.027,1958-08-06
A City Girl Stole My Country Boy,Patti Page,90,,,,,,,,,,,,1961-04-05
A Closer Walk,Pete Fountain,93,2jGguPOHqILxjoNKUa25RR,1.0,0.728,0.5429999999999999,0.188,0.0674,0.0281,0.345,110.208,0.38299999999999995,-12.46,1960-02-03
A Cottage For Sale,Little Willie John,63,2AkiRderNqfD0qCvtBxSVZ,5.0,0.6779999999999999,0.32299999999999995,0.28800000000000003,0.19899999999999998,0.0821,0.317,96.24700000000001,0.0,-11.955,1960-05-04
A Cross Stands Alone,Jimmy Witter,89,,,,,,,,,,,,1961-04-26
A Dollar Down,The Limeliters,60,5x1zltt9aKa6mg62tAY4De,1.0,0.6459999999999999,0.7709999999999999,0.7390000000000001,0.0737,0.0864,0.867,104.704,7.92e-05,-5.5889999999999995,1961-04-19
A Fine Fine Boy,Darlene Love,53,2Xh25mq7BHjv2G8sEJWwgJ,2.0,0.177,0.40399999999999997,0.8170000000000001,0.165,0.0579,0.498,147.629,4.61e-06,-4.368,1963-10-16
A Fool In Love,Ike & Tina Turner,27,00DEuDzqLTC0GSAuIVrKPv,1.0,0.7020000000000001,0.698,0.6729999999999999,0.436,0.0678,0.868,115.484,0.0176,-9.907,1960-08-24
A Fool Never Learns,Andy Williams,13,4bplm3X0WOKij7fV4Pofe0,4.0,0.757,0.29600000000000004,0.61,0.268,0.0425,0.7490000000000001,198.37400000000002,1.04e-05,-11.879000000000001,1964-01-08
A Girl Has To Know,The G-Clefs,81,7H80lsAuAWJuBCElJB8SyN,0.0,0.7809999999999999,0.48,0.204,0.195,0.0332,0.485,90.06,4.95e-06,-14.255999999999998,1962-03-07
A Girl Like You,Gary Stites,80,,,,,,,,,,,,1959-07-15
A Girl's Work Is Never Done,The Chordettes,89,7KcB8PH8CeKvnLBFxODGlf,24.0,0.785,0.637,0.963,0.14,0.217,0.972,123.929,0.00041900000000000005,-5.324,1959-08-12
A Hard Day's Night,The Beatles,1,0Wzp5pWPoX0YoBg002HXL9,48.0,0.586,0.267,0.688,0.307,0.0388,0.797,150.942,0.0,-6.309,1964-07-15
A House Is Not A Home,Brook Benton,75,,,,,,,,,,,,1964-07-15
A House Is Not A Home,Dionne Warwick,71,7he3TKYjL0vycx90SEufb6,1.0,0.5539999999999999,0.331,0.419,0.9590000000000001,0.0597,0.371,70.865,0.0057,-14.383,1964-07-29
A House Of Love,Scott Garrett,92,,,,,,,,,,,,1959-03-25
"A House, A Car And A Wedding Ring",Dale Hawkins,88,7lZh0ZVppr0HH9t7k7wMqJ,3.0,0.743,0.489,0.252,0.22,0.0348,0.366,113.37100000000001,2.32e-06,-12.149000000000001,1958-11-05
"A House, A Car And A Wedding Ring",Mike Preston,93,,,,,,,,,,,,1958-11-26
A Hundred Pounds Of Clay,Gene McDaniels,3,4Fy9ZGSFRX3TD7DOQN15NJ,0.0,0.0419,0.736,0.484,0.225,0.0329,0.598,129.045,0.14800000000000002,-13.055,1961-03-15
A Kookie Little Paradise,Jo Ann Campbell,61,,,,,,,,,,,,1960-08-10
A Letter From Betty,Bobby Vee,85,514dJooiPZvtIHrpYSDgK6,15.0,0.706,0.40299999999999997,0.624,0.684,0.0496,0.823,84.898,0.0,-10.352,1963-06-26
A Letter To An Angel,Jimmy Clanton,25,,,,,,,,,,,,1958-10-15
A Letter To The Beatles,The Four Preps,85,0plC6iWLWj47wldCTc3oWs,11.0,0.73,0.531,0.6759999999999999,0.0993,0.0412,0.885,144.958,0.0,-9.942,1964-03-18
A Little Bit Now (A Little Bit Later),The Majors,63,,,,,,,,,,,,1962-11-14
A Little Bit Of Soap,The Jarmels,12,5djE4RT3I0r4DNQqGdDNED,0.0,0.204,0.716,0.504,0.33299999999999996,0.0566,0.813,136.69899999999998,0.00134,-10.155,1961-07-26
A Little Bitty Tear,Burl Ives,9,2DfkdstT2vlmGhyp4SBkrQ,4.0,0.89,0.684,0.319,0.0905,0.166,0.606,101.741,0.0,-13.401,1961-12-13
A Little Bitty Tear,Wanda Jackson,84,66YWW38eL8tt1xZql1KH4e,2.0,0.696,0.38,0.7170000000000001,0.32899999999999996,0.0886,0.909,140.384,2.15e-06,-11.013,1962-01-17
A Little Dog Cried,Jimmie Rodgers,71,5wAp4WLK435brIzG2qVLQi,1.0,0.981,0.43799999999999994,0.11,0.10300000000000001,0.0434,0.344,65.006,0.135,-26.549,1961-08-30
A Little Feeling (Called Love),Jack Scott,91,4YDV8fPzCCpghxuy0beu4P,6.0,0.5760000000000001,0.47600000000000003,0.16399999999999998,0.10300000000000001,0.0303,0.247,70.12,0.000439,-13.843,1961-05-31
A Little Too Much,Clarence Henry,77,27Iit0kCpobHouAgwjU9zS,6.0,0.693,0.693,0.611,0.146,0.0338,0.893,114.697,0.0,-8.333,1962-01-10
A Little Toy Balloon,Danny Williams,84,,,,,,,,,,,,1964-06-17
A Love Of My Own,Carla Thomas,56,1cPWk6et76vQtau910L8K0,0.0,0.8029999999999999,0.24,0.353,0.322,0.0302,0.47,186.988,0.00134,-8.744,1961-05-03
A Love She Can Count On,The Miracles,31,4RSCWK3Uqm6exx1qUe8ZCP,3.0,0.205,0.636,0.415,0.154,0.0299,0.718,115.736,0.0,-10.26,1963-03-27
A Love So Fine,The Chiffons,40,3t93biM4W3MK8rP12tqiue,0.0,0.0237,0.733,0.696,0.0755,0.0419,0.7809999999999999,142.905,0.102,-8.138,1963-09-11
A Lover's Prayer,Dion & The Belmonts,73,2tcrbhSlKCv6bciZEy1BGE,16.0,0.895,0.423,0.24600000000000002,0.0877,0.0288,0.213,141.076,0.0,-11.049000000000001,1959-10-14
A Lover's Question,Clyde McPhatter,6,316eKJbyVfRMMLEojRBsR1,4.0,0.883,0.6709999999999999,0.434,0.0605,0.0583,0.94,83.03399999999999,1.12e-05,-11.692,1958-10-01
A Lover's Question,Ernestine Anderson,98,,,,,,,,,,,,1961-02-22
A Mess Of Blues,Elvis Presley With The Jordanaires,32,,,,,,,,,,,,1960-07-20
A Million To One,Jimmy Charles and The Revelletts,5,,,,,,,,,,,,1960-08-17
A Miracle,Frankie Avalon,75,2dClz0QgYj4dtfCuGWR4VN,2.0,0.888,0.41,0.33899999999999997,0.078,0.0284,0.18899999999999997,94.484,0.0,-10.219,1962-07-18
A Part Of Me,Jimmy Clanton,38,,,,,,,,,,,,1958-10-29
A Perfect Love,Frankie Avalon,47,3BxbuYZwG3woiRRkTqPObs,0.0,0.677,0.5,0.586,0.155,0.0266,0.7020000000000001,126.23299999999999,0.0005769999999999999,-7.992000000000001,1960-12-07
A Prayer And A Juke Box,Little Anthony And The Imperials,81,3wYyRwpw79T08ugT5XHLkN,9.0,0.674,0.423,0.301,0.086,0.0327,0.46799999999999997,102.852,0.0,-14.698,1959-06-10
A Quiet Place,Garnet Mimms & The Enchanters,78,34YeqxJZBuKNzlv26sRlhR,20.0,0.174,0.633,0.41,0.268,0.0379,0.733,105.70299999999999,0.0,-11.825999999999999,1964-07-15
A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington & Brook Benton,7,4ydSzWwxqtNdP4VPfQe8bf,19.0,0.845,0.7879999999999999,0.52,0.17800000000000002,0.0528,0.96,130.224,2.94e-05,-10.837,1960-05-18
A Scottish Soldier (Green Hills of Tyrol),Andy Stewart,69,,,,,,,,,,,,1961-03-29
A Shot In The Dark,Henry Mancini And His Orchestra,97,,,,,,,,,,,,1964-07-15
A Star Is Born (A Love Has Died),Mark Dinning,68,,,,,,,,,,,,1960-04-13
A Steel Guitar And A Glass Of Wine,Paul Anka,13,201vInUnsADT2Ki8wKS1lr,0.0,0.111,0.787,0.878,0.0862,0.0374,0.981,123.978,0.841,-5.14,1962-05-23
A Stranger In Your Town,The Shacklefords,70,,,,,,,,,,,,1963-05-08
A String Of Trumpets,The Trumpeteers,64,3RuZnnBgjgOIZdnYKqcSOE,1.0,0.647,0.62,0.75,0.109,0.0527,0.951,145.128,0.359,-5.202999999999999,1959-04-22
A Summer Song,Chad & Jeremy,7,5QdkhR3MSMQRqbsW14KUXZ,9.0,0.657,0.769,0.44299999999999995,0.0909,0.0514,0.8959999999999999,124.689,0.0,-14.173,1964-08-12
A Sunday Kind Of Love,Jan & Dean,95,5jiM4IeoXcEpUFNLiVWwy3,3.0,0.434,0.565,0.53,0.18899999999999997,0.0315,0.961,113.25299999999999,5.11e-05,-11.709000000000001,1962-01-17
A Swingin' Safari,Billy Vaughn And His Orchestra,13,,,,,,,,,,,,1962-07-18
A Taste Of Honey,Martin Denny and His Orchestra,50,,,,,,,,,,,,1962-07-11
A Taste Of Honey,The Victor Feldman Quartet,88,,,,,,,,,,,,1962-08-29
A Taste Of Honey,Tony Bennett,94,6CHOdLWgNevS0W40IUbp8V,0.0,0.7490000000000001,0.28600000000000003,0.134,0.23199999999999998,0.0299,0.223,101.777,0.586,-9.312000000000001,1964-08-26
A Tear Fell,Ray Charles,50,,,,,,,,,,,,1964-07-29
A Tear,Gene McDaniels,31,6KSKhTnzU9lMixPhF9WYkd,1.0,0.669,0.635,0.27399999999999997,0.10300000000000001,0.032,0.514,109.285,0.0,-11.425,1961-06-28
A Teenager Feels It Too,Denny Reed,94,6KSK0rTYgnh3mrOwL47fB7,0.0,0.78,0.639,0.39899999999999997,0.217,0.0308,0.8909999999999999,124.292,0.0,-11.387,1960-08-31
A Teenager In Love,Dion & The Belmonts,5,5UiPpcFAq9HzODyKoeWifV,0.0,0.506,0.557,0.589,0.157,0.0501,0.5770000000000001,78.024,0.215,-6.1770000000000005,1959-04-15
A Texan And A Girl From Mexico,Anita Bryant,85,,,,,,,,,,,,1961-02-08
A Thing Of The Past,The Shirelles,41,4dj74mjyhOHz0zN0p46lCG,0.0,0.623,0.578,0.19899999999999998,0.14,0.0321,0.773,112.258,0.0,-14.386,1961-07-05
A Thousand Miles Away,The Heartbeats,96,4Ngo2yigUoJFMpbXZXKyFX,0.0,0.851,0.53,0.26,0.16699999999999998,0.0428,0.391,105.28299999999999,0.0,-11.267999999999999,1960-11-02
A Thousand Stars,Kathy Young With The Innocents,3,,,,,,,,,,,,1960-10-19
A Touch Of Pink,Jerry Wallace,92,,,,,,,,,,,,1959-04-15
A Walkin' Miracle,The Essex Featuring Anita Humes,12,,,,,,,,,,,,1963-08-21
"A Woman, A Lover, A Friend",Jackie Wilson,15,13Cs5HCDFRaR44mfVQwFGw,3.0,0.736,0.21,0.33399999999999996,0.0789,0.0284,0.306,87.553,7.35e-05,-9.09,1960-07-06
A Wonder Like You,Rick Nelson,11,2DwQtUea5JUp81XpxFvt2l,23.0,0.08800000000000001,0.653,0.319,0.0967,0.0315,0.937,106.73100000000001,0.0,-13.22,1961-09-27
A Wonderful Dream,The Majors,22,2VrD9nfrDT1BwUMZN9Lb9y,0.0,0.242,0.475,0.763,0.353,0.0718,0.919,88.927,0.0,-9.076,1962-08-08
A World Without Love,Bobby Rydell,80,2t8n9fRJQHW7yaUOOw1g17,24.0,0.308,0.581,0.767,0.263,0.039,0.9329999999999999,128.436,0.0,-6.601,1964-05-13
A World Without Love,Peter And Gordon,1,3oWNqBFvMvwuH5e2wBbbjA,0.0,0.217,0.508,0.7140000000000001,0.11199999999999999,0.0605,0.797,130.142,0.0,-8.314,1964-05-06
A Worried Man,The Kingston Trio,20,6pu7tscTj7FYqTct6EoaLn,3.0,0.625,0.588,0.337,0.0995,0.0331,0.7559999999999999,99.818,2.07e-06,-15.564,1959-09-09
A Year Ago Tonight,The Crests,42,4MaG4nWSIrDAtEUnkam31R,1.0,0.743,0.6409999999999999,0.682,0.278,0.05,0.841,144.20600000000002,0.0,-5.834,1959-12-02
Abigail Beecher,Freddy Cannon,16,3UWaIudQ5uuUDTJZ9a2Nxb,3.0,0.5479999999999999,0.6990000000000001,0.9259999999999999,0.152,0.214,0.9620000000000001,119.465,0.0030399999999999997,-8.485,1964-01-29
Abilene,George Hamilton IV,15,35RNhb8rWSs26yzAkM0RjD,9.0,0.611,0.6509999999999999,0.604,0.0959,0.0485,0.794,79.293,0.00020099999999999998,-13.402999999999999,1963-06-19
About This Thing Called Love,Fabian,31,,,,,,,,,,,,1960-02-24
Above The Stars,Mr. Acker Bilk,59,,,,,,,,,,,,1962-07-11
Across The Street,Lenny O'Henry,98,,,,,,,,,,,,1964-05-27
Adam And Eve,Paul Anka,90,2G4ZDZk9IwOV05nPrJJbF6,0.0,0.43700000000000006,0.631,0.179,0.152,0.0502,0.7120000000000001,94.09200000000001,0.531,-22.982,1960-03-30
"Adeste Fideles (Oh, Come, All Ye Faithful)",Bing Crosby,45,,,,,,,,,,,,1960-12-07
Adios Amigo,Jim Reeves,90,0s8ihQgFFzdZkNge1bSriQ,0.0,0.0717,0.637,0.11699999999999999,0.36200000000000004,0.0444,0.5720000000000001,80.52,0.895,-19.577,1962-05-02
African Waltz,Cannonball Adderley Orchestra,41,,,,,,,,,,,,1961-04-05
Afrikaan Beat,Bert Kaempfert And His Orchestra,42,6VCeTm0H5ShF688xcrksaX,20.0,0.442,0.639,0.64,0.0667,0.0368,0.971,169.385,0.0337,-7.138,1962-01-17
"Ahab, The Arab",Ray Stevens,5,7q4b1v2Mj43mcb91qrnHlB,0.0,0.0012,0.7490000000000001,0.568,0.0555,0.0444,0.631,89.488,0.846,-12.405,1962-06-27
Ain't Doing Too Bad (Part 1),Bobby Bland,66,,,,,,,,,,,,1964-10-21
Ain't Gonna Be That Way,Marv Johnson,74,0ZWqVaUbxHvCsIPPhQvbft,1.0,0.804,0.466,0.525,0.218,0.038,0.907,90.89200000000001,0.0,-9.536,1960-05-25
Ain't Gonna Kiss Ya,The Ribbons,81,2VE7g3fPURJV1UnH82OoUq,1.0,0.38799999999999996,0.426,0.43200000000000005,0.0805,0.0307,0.9179999999999999,139.309,0.0,-14.315999999999999,1963-01-30
Ain't Gonna Tell Anybody,Jimmy Gilmer And The Fireballs,53,,,,,,,,,,,,1964-03-11
Ain't It The Truth,Mary Wells,86,58p1pH8V4ZLfJ1RusdeUIk,5.0,0.741,0.644,0.38,0.14300000000000002,0.0455,0.7659999999999999,125.571,0.0,-16.738,1964-10-28
