Title,Artist,Peak_Position,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness,Date
Set Me Free,The Kinks,23,4fmkLt8sXmcmKRdrzA3obm,0.0,0.115,0.762,0.35700000000000004,0.138,0.0634,0.8490000000000001,118.984,0.5710000000000001,-15.857000000000001,1965-06-09
Set You Free This Time,The Byrds,79,30NzS65TCgrIjlWA4CMWtO,0.0,0.0179,0.508,0.746,0.127,0.0287,0.8690000000000001,115.288,4.33e-05,-7.523,1966-02-02
Seven Letters,Ben E. King,45,4KrabITcfxEtIj5HdoVbGb,8.0,0.433,0.633,0.486,0.11699999999999999,0.0701,0.715,114.935,0.0,-12.262,1964-12-16
Seven Years,The Impressions,84,2MPlq386C2TtcXpGKFI94v,0.0,0.341,0.574,0.642,0.47700000000000004,0.0449,0.9440000000000001,94.575,8.06e-05,-9.966000000000001,1969-04-23
Seventh Son,Johnny Rivers,7,3lCKTWunlDGpoGbcEuuXbm,0.0,0.0225,0.48200000000000004,0.7929999999999999,0.977,0.21,0.897,147.014,0.0,-8.023,1965-06-02
Sha La La,Manfred Mann,12,5XIo9MzkVIe2jIebethu4R,0.0,0.000674,0.561,0.83,0.0769,0.0271,0.882,144.944,0.0107,-8.325,1964-11-11
Shades Of Green,The Flaming Ember,88,,,,,,,,,,,,1970-01-21
Shaggy Dog,Mickey Lee Lane,38,34EetSCLyfoILb0WIF0jjT,0.0,0.149,0.624,0.8690000000000001,0.105,0.0381,0.887,104.81299999999999,0.0,-8.394,1964-10-07
Shake A Tail Feather,James & Bobby Purify,25,61bi5zu5YHSDTsPtC3Xj4d,12.0,0.636,0.8290000000000001,0.606,0.203,0.0545,0.9690000000000001,118.055,0.000124,-7.706,1967-04-12
Shake And Fingerpop,Jr. Walker & The All Stars,29,56QZoZIy6InOh0OGe9xQfc,2.0,0.0381,0.626,0.866,0.099,0.0319,0.9640000000000001,122.243,4.1899999999999995e-05,-4.045,1965-07-28
Shake Hands (And Come Out Crying),The Newbeats,92,0w0Czu1su41wyJ3PRIKjbz,4.0,0.0331,0.5479999999999999,0.833,0.10400000000000001,0.0374,0.9620000000000001,142.737,0.000685,-8.072000000000001,1966-02-23
Shake Hands And Walk Away Cryin',Lou Christie,95,,,,,,,,,,,,1967-04-26
"Shake Me, Wake Me (When It's Over)",Four Tops,18,7pab3KnM2alBBFO9oFJfXp,4.0,0.13,0.539,0.47700000000000004,0.14400000000000002,0.0395,0.705,130.439,0.0,-11.872,1966-02-16
Shake,Otis Redding,47,4XF24zRwd8CEtzOAoB5C4l,18.0,0.317,0.7190000000000001,0.667,0.0683,0.0509,0.8320000000000001,82.40700000000001,0.000732,-6.2589999999999995,1967-05-17
"Shake, Rattle & Roll",Arthur Conley,31,21p1ACUgI9jjctHKdLfnyW,7.0,0.519,0.654,0.247,0.113,0.0295,0.5429999999999999,83.915,0.0841,-17.232,1967-06-07
Shake,Sam Cooke,7,0nupADNUs4r0a4vKktwSBZ,0.0,0.426,0.44799999999999995,0.782,0.7020000000000001,0.252,0.5539999999999999,105.04700000000001,6.12e-06,-8.167,1965-01-06
Shake,Shadows Of Knight,46,,,,,,,,,,,,1968-10-23
Shakin' All Over,The Guess Who,22,33MFROe0gwqlmjMyta1cA4,21.0,0.652,0.315,0.589,0.253,0.0353,0.956,145.22299999999998,0.0,-10.915,1965-05-05
Shame On Me,Chuck Jackson,76,,,,,,,,,,,,1967-10-18
"Shame, Shame",Magic Lanterns,29,1SMEAHYILxdu36lWkoMLCf,0.0,0.17800000000000002,0.45,0.716,0.218,0.0579,0.565,125.27799999999999,0.0,-8.902999999999999,1968-10-23
Shangri-La,The Lettermen,64,2W7FYUrP3cYugT7uFca1B4,3.0,0.312,0.122,0.46399999999999997,0.289,0.0321,0.19,83.184,1.18e-05,-8.624,1969-10-15
Shape Of Things To Come,Max Frost And The Troopers,22,6V4FE9CbaIUlihJyYXr4X6,2.0,0.259,0.444,0.716,0.0744,0.0442,0.7240000000000001,157.509,0.0,-5.962000000000001,1968-09-04
Shapes Of Things,The Yardbirds,11,5xDtdMLh4Yxm6pXHTJXRq9,10.0,0.0603,0.40399999999999997,0.872,0.0749,0.0735,0.51,125.979,0.00014,-6.754,1966-03-16
Share The Land,The Guess Who,10,6f3IsJfLU11eHvtbQQQ6eJ,19.0,0.0963,0.42200000000000004,0.8240000000000001,0.289,0.0503,0.431,151.688,5.9e-05,-3.6189999999999998,1970-10-21
Share Your Love With Me,Aretha Franklin,13,4xcfUzGjngXV55Q3nAy0kL,11.0,0.556,0.45,0.46299999999999997,0.218,0.0311,0.687,120.63,1.52e-05,-7.587999999999999,1969-07-30
Sharing You,Mitty Collier,97,5xqUBuELV3gUlu8Gzl1gqW,6.0,0.7040000000000001,0.316,0.457,0.115,0.0655,0.613,179.229,0.0,-7.534,1966-03-16
She Belongs To Me,Rick Nelson,33,2m9NmSD5KAX5vujBhpUq5U,3.0,0.493,0.556,0.345,0.695,0.0653,0.614,107.64299999999999,0.133,-17.047,1969-10-15
She Blew A Good Thing,The Poets,45,4TFwL0hgYrEwnn0RZobdzK,0.0,0.00135,0.765,0.513,0.29,0.0358,0.9640000000000001,125.91799999999999,0.00569,-13.005999999999998,1966-03-16
She Came In Through The Bathroom Window,Joe Cocker,30,2yvHCpGb6iJGBwOeUEis9i,8.0,0.40299999999999997,0.551,0.457,0.0712,0.027999999999999997,0.778,87.59700000000001,2.52e-06,-13.242,1969-12-03
She Cried,The Lettermen,73,55NkV4GZLhHkfaqAUfYpYB,5.0,0.195,0.38799999999999996,0.37,0.16699999999999998,0.0298,0.15,90.101,3.81e-06,-11.640999999999998,1970-06-10
She Didn't Know (She Kept On Talking),Dee Dee Warwick,70,7dtJp6CjeIVCQQrVzvSuj2,1.0,0.638,0.309,0.29,0.0759,0.0484,0.341,143.50799999999998,0.0,-17.474,1970-05-06
She Drives Me Out Of My Mind,The Swingin' Medallions,71,,,,,,,,,,,,1966-08-17
She Is Still A Mystery,The Lovin' Spoonful,27,0L2N2ae2Uv3YUJMNbj84Oh,5.0,0.289,0.295,0.456,0.314,0.0423,0.387,121.82700000000001,0.0,-11.059000000000001,1967-10-25
She Lets Her Hair Down (Early In The Morning),Gene Pitney,89,0It04LDUih6fnGVE2dcX2E,4.0,0.418,0.617,0.619,0.0554,0.0369,0.6940000000000001,122.054,2.4299999999999998e-05,-7.74,1969-12-10
She Lets Her Hair Down (Early In The Morning),The Tokens,61,,,,,,,,,,,,1969-12-10
She Said Yes,Wilson Pickett,68,1wwm2kJSJtqXAQK5jGDZ8j,0.0,0.289,0.6709999999999999,0.5,0.441,0.027999999999999997,0.7829999999999999,94.041,1.7e-05,-15.499,1970-08-19
She Shot A Hole In My Soul,Clifford Curry,95,5eIAJHG0lgBCkREwIGRBU4,7.0,0.33899999999999997,0.81,0.741,0.124,0.0415,0.922,113.044,5.51e-06,-4.918,1967-05-10
She Took You For A Ride,Aaron Neville,92,33vOmVmYIgn4QGUc0ooNio,19.0,0.59,0.42100000000000004,0.34700000000000003,0.19,0.0341,0.8690000000000001,181.56599999999997,4.21e-06,-10.805,1967-03-22
She Understands Me,Johnny Tillotson,31,0WTtOF331WTHvz0WjBlS90,0.0,0.000206,0.711,0.48,0.142,0.0581,0.9690000000000001,104.68700000000001,0.8440000000000001,-9.665,1964-10-28
She'd Rather Be With Me,The Turtles,3,1gWs3kXr5yPIgMoIKLMeC2,0.0,0.20199999999999999,0.61,0.7390000000000001,0.313,0.0289,0.882,125.209,0.00161,-6.901,1967-05-10
She'll Be There,Vikki Carr,99,2KukEvIw9uzm5rbfvtAsae,16.0,0.376,0.47100000000000003,0.22699999999999998,0.251,0.0356,0.33,96.744,1.98e-05,-14.593,1968-04-03
She's A Heartbreaker,Gene Pitney,16,4boF3MfBqT0l3LWgE7Gzjp,1.0,0.196,0.47700000000000004,0.7609999999999999,0.0615,0.033,0.8859999999999999,95.79,0.17600000000000002,-7.996,1968-05-15
She's A Lady,John Sebastian,84,1MNbEfXf2haDPE2SyoQUdz,1.0,0.622,0.32899999999999996,0.158,0.0979,0.035,0.23800000000000002,136.74,0.0,-18.594,1969-01-01
She's A Rainbow,The Rolling Stones,25,5Nq3if7UZNmfrld8PZpcgA,12.0,0.361,0.595,0.529,0.125,0.0261,0.358,107.023,0.0116,-11.559000000000001,1967-12-27
She's A Woman,The Beatles,4,7IAWmLjFOqleMZg46dkuR3,0.0,0.904,0.37,0.18100000000000002,0.0973,0.0371,0.368,74.992,0.213,-15.311,1964-12-02
She's About A Mover,Otis Clay,97,,,,,,,,,,,,1968-08-21
She's About A Mover,Sir Douglas Quintet,13,2uhfRmtq3V3DkDPpn9I2l5,0.0,0.532,0.615,0.5660000000000001,0.10099999999999999,0.0351,0.7040000000000001,84.23,0.000624,-8.802,1965-03-31
She's Coming Home,The Zombies,58,2ZVb4m91QCXD2GFbxC2OwV,13.0,0.517,0.315,0.431,0.0831,0.0308,0.385,126.227,1.46e-06,-9.552999999999999,1965-04-07
She's Got Love,Thomas & Richard Frost,83,,,,,,,,,,,,1969-10-22
She's Just My Style,Gary Lewis And The Playboys,3,5kAByx3RoHBX6upYnZqTnC,3.0,0.23399999999999999,0.7859999999999999,0.6,0.0945,0.0432,0.675,78.665,0.0,-5.577999999999999,1965-12-08
She's Lookin' Good,Wilson Pickett,15,2IVUYqH8RAFHuRADJHwpGo,2.0,0.0586,0.78,0.778,0.0733,0.037000000000000005,0.977,148.703,0.0039700000000000004,-8.588,1968-04-10
She's My Girl,The Turtles,14,0GSY0dgCV3lkG1G7w2C4OQ,0.0,0.0624,0.5760000000000001,0.449,0.16699999999999998,0.035,0.22399999999999998,127.17299999999999,0.168,-9.559,1967-11-08
She's Not There,The Zombies,2,1D5LZZqgc9n7WpwezIYMFd,6.0,0.0767,0.287,0.9690000000000001,0.941,0.2,0.41,143.917,3.6e-05,-4.409,1964-10-14
She's Ready,Spiral Starecase Featuring: Pat Upton,72,,,,,,,,,,,,1970-02-04
She's With Her Other Love,Leon Hayward,92,,,,,,,,,,,,1965-11-17
She,Tommy James And The Shondells,23,,,,,,,,,,,,1969-12-10
Sherry Don't Go,The Lettermen,52,3MKhV2pyf6PR4G6K7GsIUH,9.0,0.563,0.306,0.287,0.0733,0.0279,0.604,101.54899999999999,0.0,-15.425999999999998,1968-03-20
Shilo,Neil Diamond,24,7nLN88OBhlvQsTMHOLRZl5,29.0,0.19,0.386,0.807,0.9690000000000001,0.0629,0.595,150.915,0.0102,-7.507999999999999,1970-02-04
Shoes,Brook Benton With The Dixie Flyers,67,,,,,,,,,,,,1970-12-23
Shoo-Be-Doo-Be-Doo-Da-Day,Stevie Wonder,9,0Ft1sntNOVdkn7UpeZKSzy,2.0,0.177,0.42,0.8220000000000001,0.8140000000000001,0.0427,0.6459999999999999,115.835,0.000215,-6.746,1968-04-03
Shoot Your Shot,Jr. Walker & The All Stars,44,6g6nCjPqvFHNYV8aaxvLTk,5.0,0.10400000000000001,0.693,0.856,0.0875,0.0358,0.818,117.008,4.36e-06,-2.2119999999999997,1967-07-19
"Shoot'em Up, Baby",Andy Kim,31,,,,,,,,,,,,1968-09-04
Shotgun,Jr. Walker & The All Stars,4,7o1uk0EggQTrrimRECjZOr,33.0,0.0798,0.413,0.6890000000000001,0.36,0.0374,0.494,144.01,0.0177,-7.716,1965-02-10
Shotgun,Vanilla Fudge,68,53PFBFs6wxSrkk2tk3vkO8,2.0,0.0024100000000000002,0.48,0.9009999999999999,0.657,0.0622,0.256,123.118,0.0072900000000000005,-10.319,1969-03-05
Shout Bamalama,Mickey Murray,54,0Ui9uzGv8ddm2vTusNwpmO,1.0,0.515,0.7,0.68,0.0864,0.0441,0.973,159.594,0.0,-7.422000000000001,1967-10-04
Shout! - Part 1,Chambers Brothers,83,,,,,,,,,,,,1968-12-18
Shout,Lulu And The Luvers,94,,,,,,,,,,,,1964-07-29
Show Business,Lou Rawls,45,,,,,,,,,,,,1967-06-28
Show Me,Joe Tex,35,7iYTu6RjDzVok5VX7BEXjm,0.0,0.00040300000000000004,0.632,0.741,0.109,0.0394,0.693,145.882,0.862,-8.552,1967-03-01
Show Time,Detroit Emeralds,89,,,,,,,,,,,,1968-03-27
Sidewalk Surfin',Jan & Dean,25,2aErwjwqSal1xfJcPvbRPP,1.0,0.0866,0.591,0.759,0.20600000000000002,0.0496,0.82,137.382,0.0,-12.300999999999998,1964-10-28
"Signed, Sealed, Delivered I'm Yours",Stevie Wonder,3,73tVYhyG4EvXbWtoNhoo4P,30.0,0.121,0.563,0.856,0.434,0.0494,0.647,112.925,0.0,-7.961,1970-06-24
Silence Is Golden,The Tremeloes,11,,,,,,,,,,,,1967-06-14
Silhouettes,Herman's Hermits,5,1iYwXqr8sg1FIl1prKkHjA,7.0,0.41,0.636,0.639,0.40700000000000003,0.0455,0.894,120.23700000000001,2.27e-06,-10.145,1965-03-31
Silly Little Girl,The Tams,87,0Q0hh0oc2K1yd7bf3Y0S57,0.0,0.0611,0.653,0.56,0.247,0.0555,0.826,134.754,5.84e-06,-15.837,1964-11-25
"Silly, Silly, Fool",Dusty Springfield,76,01GOsPWU0DX0N5y58I2Bc2,1.0,0.31,0.523,0.642,0.39299999999999996,0.0578,0.887,137.138,0.0,-10.693,1970-02-25
Silver Bird,Mark Lindsay,25,0PR2qH3xxSdNmE61RrsKKB,2.0,0.38299999999999995,0.39899999999999997,0.397,0.11,0.0309,0.382,79.88600000000001,0.000118,-13.970999999999998,1970-06-10
Silver Moon,Michael Nesmith & The First National Band,42,,,,,,,,,,,,1970-11-25
Silver Threads And Golden Needles,Jody Miller,54,3XHfNqwnRZRrUFz42wgs1e,4.0,0.542,0.529,0.534,0.27399999999999997,0.0489,0.813,80.73,0.0,-10.482000000000001,1965-06-23
Silver Threads And Golden Needles,The Cowsills,74,0NmkRuxN9w7E3P69co7gpE,6.0,0.00109,0.34299999999999997,0.875,0.8759999999999999,0.0633,0.518,155.27700000000002,0.00692,-6.971,1969-10-08
Simon Says,1910 Fruitgum Co.,4,5kkpQHBCBLeh6qbcum7s5X,0.0,0.545,0.754,0.645,0.174,0.0477,0.9620000000000001,133.99,0.0574,-10.055,1968-01-24
Simpel Gimpel,Horst Jankowski,91,54onqcRS41n2Sp6ZwxNTQG,4.0,0.7,0.643,0.354,0.0642,0.0293,0.5589999999999999,80.78399999999999,0.3,-14.527000000000001,1965-09-01
Simple Song Of Freedom,Tim Hardin,50,2HuY0LiVU8oPKyHNw20lGE,2.0,0.946,0.539,0.0455,0.2,0.0355,0.27399999999999997,79.997,0.000147,-16.317,1969-07-30
Simply Call It Love,Gene Chandler,75,,,,,,,,,,,,1970-11-04
Since I Don't Have You,Chuck Jackson,47,0t22pTUA8MULIomcESJG1S,5.0,0.527,0.32299999999999995,0.4,0.0959,0.0408,0.462,124.506,2.42e-05,-12.727,1964-11-11
Since I Lost My Baby,The Temptations,17,6ZG1awCwxAyR3sg7gZyJFm,5.0,0.322,0.589,0.738,0.0745,0.0253,0.87,100.62100000000001,0.0,-3.281,1965-07-21
Since I Lost The One I Love,The Impressions,90,3wiCpzuHYgrbtaGZRmYVOD,8.0,0.568,0.5479999999999999,0.419,0.687,0.0592,0.9209999999999999,107.305,0.0,-10.857000000000001,1966-02-02
"Since I Met You, Baby",Sonny James,65,6EoaO5ezlJkrAfdFis2FJr,0.0,0.235,0.368,0.37200000000000005,0.156,0.0343,0.612,246.385,0.731,-11.956,1969-09-17
Since You Showed Me How To Be Happy,Jackie Wilson,32,0510KmyFklBO25nk43PkEz,4.0,0.539,0.521,0.8490000000000001,0.612,0.0817,0.782,92.1,1.85e-06,-6.54,1967-11-22
Since You've Been Gone,Ramsey Lewis,98,7Gf8kY2LWsBapoALdpqY4p,1.0,0.247,0.632,0.664,0.081,0.0306,0.807,128.208,0.0151,-15.843,1968-08-28
Sincerely,Paul Anka,80,,,,,,,,,,,,1969-05-28
Sing A Simple Song,Sly & The Family Stone,89,7yFSokbDLbaTueZKVameCw,0.0,0.0143,0.6659999999999999,0.731,0.12,0.0562,0.5589999999999999,99.97399999999999,0.0156,-9.103,1969-03-05
Sing A Song For Freedom,Frijid Pink,55,0OaGuxUl5arPeeQOtixZ0j,5.0,0.659,0.56,0.529,0.172,0.0527,0.8590000000000001,168.68900000000002,8.28e-06,-11.597999999999999,1970-07-22
Sing Along With Me,Tommy Roe,91,5joYslHVGqiQe70cLwsXSw,0.0,0.235,0.6759999999999999,0.619,0.0632,0.0421,0.9209999999999999,116.35799999999999,0.0,-5.672999999999999,1967-04-05
Sing High - Sing Low,Anne Murray,83,5YyA2je5TBPKFGdL2QpyZN,5.0,0.395,0.495,0.619,0.41200000000000003,0.0529,0.647,127.553,0.0,-10.655999999999999,1970-12-02
Sing Out The Love (In My Heart),Arkade,99,,,,,,,,,,,,1970-08-19
Singing My Song,Tammy Wynette,75,1LbjMfrk9ljNPpg7xCW2g0,11.0,0.5,0.45399999999999996,0.685,0.624,0.0487,0.636,139.227,4.75e-06,-10.213,1969-04-16
Single Girl,Sandy Posey,12,2zuyyQNg0AAikzA0bI39tH,0.0,0.544,0.763,0.36200000000000004,0.0923,0.028999999999999998,0.91,110.34899999999999,0.000144,-15.374,1966-11-16
Sinner Man,Trini Lopez,54,7q0CKuWtZgTwOaNWDGtGVf,6.0,0.228,0.657,0.6559999999999999,0.162,0.0299,0.961,134.977,0.0,-9.806000000000001,1965-10-13
Sippin' 'N Chippin',The T-Bones,62,,,,,,,,,,,,1966-03-23
"Sit Down, I Think I Love You",The Mojo Men,36,63hVCJYqfukhXQZDAlQeOm,1.0,0.66,0.573,0.7490000000000001,0.23800000000000002,0.0323,0.7959999999999999,110.075,2.77e-06,-7.115,1967-02-01
Sit With The Guru,Strawberry Alarm Clock,65,14gw0rUbd85iOLRgNc9q5O,6.0,0.00892,0.49,0.752,0.603,0.0754,0.342,130.004,0.705,-11.275,1968-03-13
Sitting In The Park,Billy Stewart,24,7a7wXsIVJUs760N99mBvTr,15.0,0.664,0.7020000000000001,0.525,0.249,0.0312,0.722,92.117,0.0012,-10.435,1965-06-16
Six Man Band,The Association,47,0jVaQHUQ9sp2CSBU7Dhvov,2.0,0.0329,0.534,0.6920000000000001,0.69,0.0452,0.5379999999999999,118.50399999999999,0.00282,-8.499,1968-08-21
Six O'Clock,The Lovin' Spoonful,18,7zQtY4jJMzXMsVmmAl7Zt2,6.0,0.33399999999999996,0.595,0.48700000000000004,0.2,0.0503,0.708,125.46799999999999,0.0,-11.356,1967-04-26
Six White Horses,Tommy Cash,79,5PJSuPQYp8l15M3lFRf5Kk,2.0,0.8590000000000001,0.5670000000000001,0.491,0.395,0.314,0.489,108.601,0.0012699999999999999,-10.317,1969-12-10
Sixteen Tons,Tom Jones,68,0ccg3zeLoxwFa4c5hM6hCI,23.0,0.75,0.599,0.363,0.11800000000000001,0.19699999999999998,0.586,106.53200000000001,0.0,-14.03,1967-08-09
Skate Now,Lou Courtney,71,,,,,,,,,,,,1967-01-25
Skinny Legs And All,Joe Tex,10,5jGWsyoIZaUkdWVC9U90An,0.0,0.669,0.608,0.557,0.8320000000000001,0.201,0.8440000000000001,129.92700000000002,0.0,-13.558,1967-10-25
Skip A Rope,Henson Cargill,25,12GQhku9Sh3aFHrrf89BMZ,6.0,0.633,0.618,0.337,0.132,0.03,0.6609999999999999,129.58700000000002,1.31e-05,-15.599,1967-12-20
Sky Pilot (Part One),Eric Burdon & The Animals,14,,,,,,,,,,,,1968-05-29
Slaughter On Tenth Avenue,The Ventures,35,2sSYOgqJFcmdPcqlpuWqWI,2.0,0.368,0.35600000000000004,0.9890000000000001,0.9590000000000001,0.46399999999999997,0.113,154.55,0.369,-10.450999999999999,1964-10-21
Sleepy Joe,Herman's Hermits,61,2AiUlgwIB4pSuK8vtTa9CQ,0.0,0.629,0.557,0.389,0.131,0.0275,0.627,101.04299999999999,0.46799999999999997,-9.027000000000001,1968-05-08
Slim Jenkin's Place,Booker T. & The MG's,70,,,,,,,,,,,,1967-07-26
Slip Away,Clarence Carter,6,55GfdNKvw7mpj46pHiNWBb,6.0,0.00245,0.7070000000000001,0.494,0.0725,0.034,0.8490000000000001,117.26700000000001,0.19699999999999998,-9.762,1968-07-10
Slippin' & Slidin',Willie Mitchell,96,00EaqHZIyy2vGZkw1YqZVw,2.0,0.618,0.696,0.595,0.0608,0.251,0.972,170.49400000000003,0.875,-13.383,1967-07-19
Sloop John B,The Beach Boys,3,3r4PpdFahpC94psMvKgZrl,24.0,0.20800000000000002,0.611,0.662,0.0298,0.0276,0.948,125.789,0.0,-8.142999999999999,1966-03-30
Slow Drag,The Intruders,54,3dHCMB8FfU2AD2xfv26W2E,0.0,0.488,0.469,0.7070000000000001,0.569,0.057999999999999996,0.32,169.838,0.0,-5.975,1968-11-06
Slum Baby,Booker T. & The MG's,88,,,,,,,,,,,,1969-09-03
Smack Dab In The Middle,Ray Charles and his Orchestra,52,,,,,,,,,,,,1964-09-23
Smell Of Incense,Southwest F.O.B.,56,06K6iEVnTAYUPehx8Wd445,0.0,0.163,0.315,0.48,0.105,0.0324,0.49,111.541,0.0133,-14.622,1968-10-02
Smile A Little Smile For Me,The Flying Machine,5,3vUdHyYFkGd0yNa5BPnz0P,1.0,0.44799999999999995,0.425,0.401,0.193,0.0285,0.345,170.946,0.0,-12.897,1969-10-01
Smile,Betty Everett & Jerry Butler,42,,,,,,,,,,,,1964-12-02
Smokey Joe's La La,Googie Rene Combo,77,,,,,,,,,,,,1966-02-23
Snatching It Back,Clarence Carter,31,6TvMF5NMB3DxXQC1P4ZaHR,13.0,0.00293,0.583,0.406,0.0671,0.0496,0.843,120.03200000000001,2.8199999999999998e-05,-14.195,1969-02-26
Snoopy For President,The Royal Guardsmen,85,583npgUZtyn7VrVNdkH9lL,2.0,0.42,0.47,0.39299999999999996,0.38,0.0264,0.633,90.26700000000001,6.03e-06,-11.419,1968-07-10
Snoopy Vs. The Red Baron,The Royal Guardsmen,2,1GaneJsHn2yjUnlDtnBUYD,0.0,0.009590000000000001,0.609,0.625,0.0718,0.0354,0.958,125.725,0.00424,-11.283,1966-12-14
Snow Flake,Jim Reeves,66,62FjgiRMkiwdJxR2ISDLmy,0.0,0.42,0.5489999999999999,0.48200000000000004,0.33399999999999996,0.0369,0.622,81.742,0.5770000000000001,-10.374,1966-01-12
Snowbird,Anne Murray,8,05xhmrE5GJvZmOfjHEFbJj,0.0,0.00246,0.523,0.63,0.126,0.0254,0.96,102.18,0.196,-11.232000000000001,1970-07-15
So Close,Jake Holmes,49,5kf3nmCtyrYw2YIfqok5YO,1.0,0.9740000000000001,0.435,0.23,0.126,0.038,0.171,145.60399999999998,0.17600000000000002,-14.895,1970-09-30
So Excited,B.B. King,54,5avQb22woL7OqruFPQwqKV,2.0,0.45,0.69,0.8190000000000001,0.256,0.0511,0.8809999999999999,138.656,0.0356,-5.779,1970-04-08
So Good Together,Andy Kim,36,7ntvk3Wh8i14tnMyAkRpfk,12.0,0.27899999999999997,0.625,0.6859999999999999,0.0883,0.0308,0.848,100.39399999999999,0.0,-7.84,1969-09-24
So I Can Love You,The Emotions,39,7Hn0rvM6bZKm39zSmqf61x,6.0,0.499,0.6459999999999999,0.31,0.14800000000000002,0.032,0.888,120.19200000000001,0.0,-14.764000000000001,1969-05-21
So Long Babe,Nancy Sinatra,86,1FNPFTvq0nk8IlR8rXB2u3,24.0,0.29100000000000004,0.469,0.45799999999999996,0.0638,0.0365,0.6920000000000001,148.16899999999998,0.0,-11.450999999999999,1965-10-13
So Long Dearie,Louis Armstrong,56,2fOpCJMuShaGrpBQzQuJs7,0.0,0.19899999999999998,0.0,0.11800000000000001,0.22,0.0,0.0,0.0,0.0625,-20.723000000000003,1964-09-30
So Much Love,Ben E. King,96,4oe4dX06Bqt50mVXZEQFc5,0.0,0.33299999999999996,0.5379999999999999,0.42700000000000005,0.0705,0.0271,0.653,100.37200000000001,0.0,-11.161,1966-05-18
So Much Love,"Faith, Hope And Charity",51,1tEtX4jn9JPQwwGsW6oVwj,2.0,0.5670000000000001,0.581,0.919,0.635,0.0781,0.713,126.742,0.0,-5.244,1970-05-13
So Much Love,Steve Alaimo,92,2q5CSQTyvqaL3dLozl7HrA,0.0,0.565,0.345,0.555,0.0837,0.0562,0.701,202.80700000000002,0.0,-7.638999999999999,1966-05-18
So What,Bill Black's Combo,78,1X6oY1W7E4tiHQyLx2nQWA,0.0,0.22,0.7879999999999999,0.603,0.265,0.027999999999999997,0.84,133.754,0.868,-10.519,1962-08-08
So You Want To Be A Rock 'N' Roll Star,The Byrds,29,6iPZoog44LVsswwNxXps0g,2.0,0.00461,0.373,0.706,0.557,0.0387,0.705,153.885,3.71e-06,-8.126,1967-01-25
Society's Child (Baby I've Been Thinking),Janis Ian,14,2rVhuAc5MbfX8T6pk9Yjz2,0.0,0.0054600000000000004,0.5920000000000001,0.355,0.121,0.0298,0.142,106.986,0.85,-13.175999999999998,1967-05-24
Sock It To Me-Baby!,Mitch Ryder And The Detroit Wheels,6,3psBZTCn6vqYbY62UENdG4,0.0,0.0466,0.688,0.59,0.268,0.0725,0.877,145.19799999999998,0.0,-8.828,1967-02-01
Sockin' 1-2-3-4,John Roberts,71,,,,,,,,,,,,1967-11-29
"Softly, As I Leave You",Frank Sinatra,27,33mjI72Qg22K9FqAJVftF1,18.0,0.9309999999999999,0.365,0.10300000000000001,0.122,0.0294,0.24100000000000002,85.9,9.5e-06,-19.583,1964-09-02
Solitary Man,Neil Diamond,21,7hvHTPIppQOVLbvqjRN6IS,15.0,0.47700000000000004,0.406,0.836,0.9420000000000001,0.0431,0.314,137.085,0.0005639999999999999,-6.28,1966-05-18
Solution For Pollution,Charles Wright And The Watts 103rd Street Rhythm Band,96,7mjn8QWWIMalM6MDwrWImQ,8.0,0.623,0.727,0.639,0.075,0.081,0.687,136.835,0.0,-6.899,1971-01-20
Some Beautiful,Jack Wild,92,,,,,,,,,,,,1970-05-27
Some Enchanted Evening,Jay & The Americans,13,2VmeBAkGVTCpBFaIYpSIh9,0.0,0.0575,0.502,0.61,0.425,0.0294,0.633,118.96799999999999,5.19e-06,-6.534,1965-09-01
Some Kind Of Wonderful,Soul Brothers Six,91,30ykjEIQOa18Aa3TlARYVN,0.0,0.223,0.83,0.722,0.0974,0.0985,0.679,125.819,0.0,-4.845,1967-06-21
Some Things You Never Get Used To,Diana Ross & The Supremes,30,3xbpGLGOd60KMVhEzd83lw,3.0,0.161,0.664,0.8170000000000001,0.122,0.0369,0.8320000000000001,125.288,1.43e-06,-1.921,1968-06-05
Some Velvet Morning,Nancy Sinatra & Lee Hazlewood,26,,,,,,,,,,,,1968-01-03
Somebody (Somewhere) Needs You,Darrell Banks,55,6YjZFBugwL1BSCtvDs51Uq,0.0,0.586,0.645,0.547,0.11699999999999999,0.0332,0.9059999999999999,134.767,0.0,-10.25,1966-10-12
Somebody Cares,Tommy James And The Shondells,53,4s1IHAVTD17ZeJqlpInErA,7.0,0.649,0.512,0.536,0.132,0.0476,0.845,141.35,0.0,-8.874,1968-07-24
Somebody Else Is Taking My Place,Al Martino,53,,,,,,,,,,,,1965-03-24
Somebody Help Me,The Spencer Davis Group,47,1qYDC4ql5XaPvKXmdtomPh,1.0,0.0479,0.34600000000000003,0.508,0.154,0.0333,0.384,173.363,0.0134,-6.437,1967-06-14
Somebody Like Me,Eddy Arnold,53,1pFFMXGbljSmG21OgIF752,1.0,0.8740000000000001,0.253,0.222,0.205,0.0306,0.34,181.533,0.00124,-16.612000000000002,1966-10-12
Somebody Loves You,The Delfonics,72,4NbgQXRb1tnxTRR5zNXTB2,9.0,0.765,0.541,0.524,0.355,0.0358,0.47600000000000003,131.976,0.27899999999999997,-7.797000000000001,1969-02-19
