Artist,Song,WeeksAtNumberOne,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness
Simon & Garfunkel,"""Bridge Over Troubled Water""?Â (1970)",6,3Pc3YcRbhPhPUEyVLa5VCD,0.0,0.885,0.584,0.0759,0.0675,0.0284,0.16,82.166,0.818,-23.602
Stories,"""Brother Louie""",2,32Vf3NSHzy6UPXrJUTV00b,2.0,0.148,0.669,0.528,0.118,0.0273,0.864,104.006,4.92e-05,-7.665
The Rolling Stones,"""Brown Sugar""",2,2vVyNjMJd6kbPnz6Xh4f5L,28.0,0.129,0.525,0.911,0.36,0.0562,0.637,129.155,0.00018,-4.612
Barry White,"""Can't Get Enough of Your Love, Babe""",1,6hYwroP62zkgOxuPBAPMbw,31.0,0.187,0.765,0.711,0.287,0.0724,0.768,110.736,0.0233,-10.535
Sammy Davis Jr.,"""Candy Man""",3,0o6jqhY9eoilc1LUKH9SqR,0.0,0.657,0.772,0.3,0.0929,0.0607,0.554,136.943,0.876,-16.178
Rose Royce,"""Car Wash""",1,1Rh6CdJh2OeFfKFG2dDWuE,22.0,0.445,0.325,0.402,0.242,0.0288,0.662,141.349,1.56e-05,-11.498
Harry Chapin,"""Cat's in the Cradle""",1,1lIa9Ry1Ll9C2Dp9EbEdUO,15.0,0.233,0.489,0.577,0.123,0.042,0.519,78.112,0,-9.765
C. W. McCall,"""Convoy""",1,6iaDT2lT7I5zds8QXncF5u,0.0,0.217,0.521,0.694,0.0569,0.0314,0.673,113.308,0.579,-11.886
Neil Diamond,"""Cracklin' Rosie""",1,0nlnUWD1CJK3leEpc2fkjK,27.0,0.176,0.349,0.892,0.964,0.0559,0.91,135.45,0,-5.366
Elton John,"""Crocodile Rock""",3,1N8uzco5xHaKTNoGPQG8X6,11.0,0.0805,0.62,0.77,0.0505,0.0347,0.974,150.285,4.98e-06,-8.134
Shaun Cassidy,"""Da Doo Ron Ron""",1,4RkJ7S2GpraeiWGpeQNb2C,5.0,0.0244,0.369,0.563,0.315,0.0407,0.519,148.413,1.72e-05,-16.058
Rod Stewart,"""Da Ya Think I'm Sexy?""",4,75yiNeW0tk2K9cVigzeRkA,6.0,0.028,0.629,0.886,0.585,0.0411,0.867,113.989,0.379,-4.886
ABBA,"""Dancing Queen""",1,4glQEeqAgptSMP4OAbfwnB,17.0,0.442,0.541,0.877,0.729,0.0429,0.741,100.768,0.000886,-6.504
Cher,"""Dark Lady""",1,6Mzadm9qj6y9hKaWiBsmox,16.0,0.722,0.513,0.423,0.891,0.109,0.572,136.05,0,-13.109
The Four Seasons,"""December 1963 (Oh, What a Night)""",3,6gg7tA3vJ3FqoFO9pacefL,51.0,0.058,0.727,0.588,0.0414,0.0253,0.964,104.413,5.46e-06,-9.568
Helen Reddy,"""Delta Dawn""",1,13wwaOHKAaI8Yi8D58YZs2,0.0,0.644,0.464,0.397,0.259,0.0587,0.644,158.398,0,-11.814
Rick Dees and His Cast of Idiots,"""Disco Duck (part 1)""",1,,,,,,,,,,,
Johnnie Taylor,"""Disco Lady""",4,2nA3n0o14npEtokwJffhql,0.0,0.126,0.78,0.611,0.0779,0.0343,0.765,104.043,0,-9.186
David Soul,"""Don't Give Up on Us""",1,1BLDs7S76poZjJ1hGMUewp,0.0,0.733,0.505,0.545,0.313,0.0257,0.172,100.037,0.113,-7.406
Elton John andÂ Kiki Dee,"""Don't Go Breaking My Heart""",4,5nkUbwnSOuNQUfHkq4TYdK,0.0,0.0406,0.669,0.579,0.0518,0.029,0.598,127.988,0.871,-10.194
Thelma Houston,"""Don't Leave Me This Way""",1,24lPdVLFbPgsUpWQUXAhK2,33.0,0.228,0.684,0.812,0.0987,0.0656,0.841,126.094,0,-4.71
Michael Jackson,"""Don't Stop 'til You Get Enough""",1,4LeBVuBGL4Qkb7Yc5ROwcP,4.0,0.00541,0.509,0.855,0.0481,0.0439,0.778,119.338,0.978,-5.804
Fleetwood Mac,"""Dreams""",1,7wpJ72aAtnasRyQPXk2Vlz,26.0,0.174,0.485,0.643,0.966,0.0422,0.343,127.759,0.00294,-8.956
Rupert Holmes,"""Escape (The PiÃ±a Colada Song)""",3,2cc82suSFScrZZUk147ybK,0.0,0.00119,0.645,0.559,0.0916,0.0367,0.854,143.674,0.681,-11.073
Ray Stevens,"""Everything Is Beautiful""",2,6F2P7ggzAtR1IXEUmxrF4R,3.0,0.248,0.337,0.433,0.327,0.0326,0.302,90.55,0,-12.912
"Hamilton, Joe Frank & Reynolds","""Fallin' in Love""",1,3eXrxm22X487dUiMJg0u36,0.0,0.0473,0.438,0.68,0.12,0.0445,0.421,174.927,0.00871,-8.72
David Bowie,"""Fame""",2,2fSCaW1pvYzYOliySgD0kJ,32.0,0.00164,0.576,0.857,0.982,0.128,0.381,88.051,0.00484,-6.645
Sly and the Family Stone,"""Family Affair""",3,2ccDGOhWH5bayuMSI4xf4c,1.0,0.157,0.803,0.342,0.109,0.0514,0.531,115.01,0.914,-20.361
Roberta Flack,"""Feel Like Makin' Love""",1,21RqS0OzVhEFfKk5DQUSBE,14.0,0.899,0.609,0.264,0.146,0.0469,0.274,114.88,0.000588,-17.562
Ohio Players,"""Fire""",1,3Y5BD7ixUkCsxt2JLK4k8T,20.0,0.609,0.417,0.451,0.234,0.0269,0.49,82.279,0.00387,-11.861
Silver Convention,"""Fly, Robin, Fly""",3,3iyswZTrdkcsy5afVjWCXK,17.0,0.0182,0.855,0.477,0.104,0.0349,0.932,100.004,0.104,-11.841
The Edgar Winter Group,"""Frankenstein""",1,7aZWZ68hbX941ytZ0oPQpn,0.0,0.00313,0.424,0.822,0.905,0.105,0.3,108.566,0.832,-11.484
KC and the Sunshine Band,"""Get Down Tonight""",1,6gSsJdNiWWMCgNEIdT8ys6,27.0,0.0341,0.766,0.85,0.139,0.0564,0.801,106.8,0.0189,-11.455
George Harrison,"""Give Me Love (Give Me Peace On Earth)""",1,1DrAyQnm1Pdjdv9qw3S1kp,0.0,0.206,0.482,0.645,0.313,0.028,0.611,78.947,3.92e-06,-11.135
Donny Osmond,"""Go Away Little Girl""",3,7s8RM4qpMS2GWb4LKjPebV,0.0,0.148,0.598,0.304,0.104,0.0292,0.387,110.041,0.00017,-14.904
Bill Conti,"""Gonna Fly Now (Theme FromÂ Rocky)""",1,5dulYd9AKIprMoF837OTDb,55.0,0.499,0.438,0.812,0.0444,0.0377,0.465,95.613,0.768,-3.7
Chic,"""Good Times""",1,,,,,,,,,,,
Marvin Gaye,"""Got to Give It Up (Part 1)""",1,4YTpSUE41WttMvznXMU1ed,2.0,0.213,0.858,0.849,0.338,0.0478,0.83,122.684,0.000971,-8.473
Frankie Valli,"""Grease""",2,5yrdirV9JQg4r9vGv3xx2X,21.0,0.216,0.81,0.542,0.114,0.048,0.827,109.306,0,-5.355
Cher,"""Gypsys, Tramps & Thieves""",2,42qpMJADtBbZKFFQohkOcN,23.0,0.373,0.354,0.365,0.12,0.0271,0.422,85.655,0,-12.81
Cher,"""Half-Breed""",2,7yGc01EqRTOhOsNzHVqd4E,21.0,0.428,0.505,0.658,0.0716,0.0331,0.761,170.335,0,-10.924
Olivia Newton-John,"""Have You Never Been Mellow""",1,5ci2SqjrnZB7aCIivA97ek,17.0,0.693,0.379,0.349,0.185,0.0874,0.228,84.748,0.000514,-11.962
Tony Orlando and Dawn,"""He Don't Love You (Like I Love You)""",3,2VCEVIdMm6CWy63o8Pa2Zt,0.0,0.0817,0.706,0.392,0.186,0.0349,0.745,119.057,0.941,-14.818
Blondie,"""Heart of Glass""",1,5v4ovlYAcUI5Kg8vrlSnuK,37.0,0.013,0.661,0.774,0.185,0.031,0.819,114.447,0.0296,-8.428
Neil Young,"""Heart of Gold""",1,3CspLNCYMWqplXQG0t5wRF,5.0,0.289,0.629,0.639,0.179,0.0256,0.744,170.168,0.00516,-6.739
Eagles,"""Heartache Tonight""",1,44k55E1vVjx8aBWVZ3buJw,5.0,0.152,0.831,0.334,0.0631,0.0799,0.758,112.344,4.45e-05,-10.202
Blue Swede,"""Hooked on a Feeling""",1,4uCqFnJCmp3Fq2ub7PJHL7,22.0,0.0105,0.492,0.806,0.239,0.0311,0.909,127.873,5.16e-05,-5.418
Nick Gilder,"""Hot Child in the City""",1,0VxAzeXqXaavwk2lwGFO2z,10.0,0.158,0.435,0.811,0.122,0.0333,0.523,123.543,4.29e-05,-4.118
Donna Summer,"""Hot Stuff""",3,7AnVrp1OS6cM7YGs7Gim3L,19.0,0.014,0.703,0.728,0.0804,0.0292,0.895,120.948,0,-4.704
Eagles,"""Hotel California""",1,,,,,,,,,,,
Bee Gees,"""How Can You Mend a Broken Heart""",4,7g4N9WTQRdhBfKG210suaH,18.0,0.482,0.46,0.273,0.0882,0.0307,0.226,67.717,0,-13.128
Bee Gees,"""How Deep Is Your Love""",3,47RlJqYcGgZC0tONUHj4b3,43.0,0.512,0.629,0.531,0.984,0.0282,0.361,104.529,0,-8.078
Helen Reddy,"""I Am Woman""",1,79z5Qfz5Ga0JIQiHiqfWVM,14.0,0.707,0.616,0.398,0.0855,0.0611,0.746,119.921,0.000346,-9.29
Billy Swan,"""I Can Help""",2,11BECJz7y1SlzuOCRZLUeC,16.0,0.022,0.54,0.609,0.774,0.0377,0.743,160.448,0,-12.761
Johnny Nash,"""I Can See Clearly Now""",4,5vhS4IJbUou6bOR2J6k8Bj,17.0,0.071,0.699,0.577,0.316,0.0339,0.966,122.072,1.89e-05,-12.21
Olivia Newton-John,"""I Honestly Love You""",2,7ek4MYOY3Kb0GqNTAxii3r,21.0,0.84,0.328,0.135,0.755,0.0304,0.0878,57.863,0.000113,-14.528
Andy Gibb,"""I Just Want to Be Your Everything""",4,5yUFP73jOtDh9glNZvamle,0.0,0.0239,0.589,0.552,0.125,0.0353,0.868,97.043,0.0717,-11.906
Eric Clapton,"""I Shot the Sheriff""",1,7ee6uC7f9HRWxIp1EjuAvi,16.0,0.0951,0.732,0.651,0.112,0.0539,0.647,94.434,0.00621,-10.635
The Partridge Family,"""I Think I Love You""",3,16OjNXxLF7e5TGvmovRkLq,0.0,0.02,0.738,0.589,0.1,0.0297,0.707,101.072,0.19,-8.118
The Jackson 5,"""I Want You Back""",1,7ubIvMjZJc5tbtNdp6mHGw,31.0,0.45,0.64,0.622,0.14,0.0353,0.947,98.323,0.00354,-7.752
Gloria Gaynor,"""I Will Survive""",3,12Gg7jYPyfOC21mqwKaBLb,17.0,0.0132,0.773,0.89,0.325,0.05,0.784,116.38,0.00634,-4.573
Stevie Wonder,"""I Wish""",1,6jtsyzzGLDN5gbgKjYuMGB,23.0,0.0987,0.822,0.74,0.0686,0.0522,0.873,105.875,1.48e-05,-10.527
Barry Manilow,"""I Write the Songs""",1,1KZ7y9cGeC2rGH1OlwpfVm,12.0,0.838,0.456,0.353,0.16,0.0287,0.718,81.003,0.000602,-11.676
The Jackson 5,"""I'll Be There""",5,2GgkDNXh1oR5utPgCO7Jog,24.0,0.567,0.504,0.582,0.747,0.028,0.291,93.701,5.24e-06,-6.238
The Staple Singers,"""I'll Take You There""",1,3TFE9cncyzJ3JUYnrkhQgc,16.0,0.151,0.843,0.575,0.0672,0.0469,0.788,102.019,0.000336,-9.396
John Denver,"""I'm Sorry"" / ""Calypso""",1,,,,,,,,,,,
KC and the Sunshine Band,"""I'm Your Boogie Man""",1,7Fwz3G2odX9CJrIh4DURUV,3.0,0.0156,0.765,0.927,0.0391,0.0399,0.927,113.326,5.97e-06,-5.715
Yvonne Elliman,"""If I Can't Have You""",1,6rkQ8JGkMTLni0QNgVjiOW,0.0,0.17,0.647,0.586,0.43,0.0385,0.962,111.244,8.22e-06,-10.434
Chicago,"""If You Leave Me Now""",2,3cQJycaKS1vnAkNull3FM5,7.0,0.16,0.511,0.397,0.0991,0.0279,0.319,104.728,7.81e-05,-11.449
Paul Revere & the Raiders,"""Indian Reservation (The Lament of the Cherokee Reservation Indian)""",1,2uH3KDpuBGApyh8j19k6z8,0.0,0.0949,0.733,0.191,0.0899,0.0297,0.786,130.986,0.0249,-16.192
Elton John,"""Island Girl""",3,1E8L30Cpe8b6D7Q3InSHQk,2.0,0.269,0.703,0.832,0.378,0.0265,0.501,139.922,8.83e-05,-7.353
Carole King,"""It's Too Late"" / ""I Feel the Earth Move""",5,,,,,,,,,,,
Bee Gees,"""Jive Talkin'""",2,3DLVNSNu3dr37Pn7EYBxTm,18.0,0.23,0.787,0.596,0.333,0.056,0.824,106.395,0.021,-13.583
Three Dog Night,"""Joy to the World""?Â (1971)",6,,,,,,,,,,,
The Temptations,"""Just My Imagination (Running Away with Me)""",2,4kpzGfyql94Tn4mkEyNG7t,13.0,0.871,0.403,0.281,0.311,0.0269,0.443,92.917,0.00427,-13.273
Eddie Kendricks,"""Keep On Truckin'""",2,1zxIKy4AreuFvEJlluEQdI,11.0,0.188,0.518,0.638,0.0567,0.0453,0.757,100.667,0.0204,-11.407
Roberta Flack,"""Killing Me Softly with His Song""",5,1k9jK45yQC4ZCNwjVGCVV3,0.0,0.479,0.715,0.27,0.11,0.0301,0.363,119.3,0,-14.693
Exile,"""Kiss You All Over""",4,2WXnK31Lar2JgCyjNd9iUl,18.0,0.363,0.692,0.494,0.449,0.0249,0.518,102.429,1.19e-05,-8.823
The Manhattans,"""Kiss and Say Goodbye""",2,3nggb77gJfNTB0NKJEHLnZ,37.0,0.337,0.555,0.352,0.283,0.07,0.495,62.841,9.64e-06,-14.474
Tony Orlando and Dawn,"""Knock Three Times""",3,1ROicqPiD1LUwxxgIRSJgc,0.0,0.0565,0.617,0.481,0.155,0.0299,0.94,130.36,0.0846,-16.985
Amii Stewart,"""Knock on Wood""",1,5p43YBM5bHtrz13Em2ob17,7.0,0.0128,0.769,0.8,0.0399,0.0728,0.833,124.994,0.00325,-9.516
Carl Douglas,"""Kung Fu Fighting""",2,0s5xCq8MQm60KJYK9WRAY9,2.0,0.0455,0.759,0.804,0.271,0.0488,0.968,101.016,0.197,-7.468
LaBelle,"""Lady Marmalade""",1,21JGJMUePS3q8biri1Iq6G,7.0,0.372,0.605,0.742,0.0458,0.0576,0.952,117.968,0,-6.792
Neil Sedaka,"""Laughter in the Rain""",1,133DvXWrfvsKTiey5XiHEU,0.0,0.913,0.468,0.277,0.246,0.0555,0.154,110.543,0.879,-14.908
Chic,"""Le Freak""",6,,,,,,,,,,,
Bill Withers,"""Lean On Me""",3,6HM7ppJ2G0mRzQYxkw76Zr,29.0,0.609,0.491,0.58,0.396,0.0423,0.468,141.86,0,-7.754
The Beatles,"""Let It Be""",2,,,,,,,,,,,
The Bellamy Brothers,"""Let Your Love Flow""",1,4caDrfUCUlFPYVscryhDRr,26.0,0.302,0.61,0.727,0.463,0.0273,0.773,127.963,9.57e-06,-6.815
The Staple Singers,"""Let's Do It Again""",1,3fvuhQI3Q73HYIipQAjMWq,8.0,0.00482,0.603,0.855,0.102,0.101,0.432,121.465,0.619,-12.97
Marvin Gaye,"""Let's Get It On""",2,6jx01n64gCghnHOXwTZMvC,30.0,0.793,0.438,0.363,0.115,0.0352,0.344,137.854,3.28e-05,-12.959
Al Green,"""Let's Stay Together""",1,43YXZFad8aVLWojvBLZ62V,32.0,0.502,0.733,0.411,0.0343,0.0538,0.577,101.54,1.43e-05,-9.192
Paul McCartney and Wings,"""Listen to What the Man Said""",1,,,,,,,,,,,
Barry Manilow,"""Looks Like We Made It""",1,1A3zPWN6l5pJmAFZ5GKg3B,4.0,0.77,0.284,0.283,0.189,0.0331,0.301,140.899,0.731,-10.891
Diana Ross,"""Love Hangover""",2,09iZUewp7fcMp3NcLok0rk,13.0,0.439,0.496,0.703,0.0523,0.0424,0.875,112.542,0.00277,-8.98
The Miracles,"""Love Machine (Part 1)""",1,,,,,,,,,,,
Ohio Players,"""Love Rollercoaster""",1,7hOHFeQKqlgRry02r7pcx1,9.0,0.127,0.596,0.837,0.0881,0.0731,0.539,115.126,2.47e-05,-9.548
Barbra Streisand,"""Love Theme FromÂ A Star Is BornÂ (Evergreen)""",3,,,,,,,,,,,
The O'Jays,"""Love Train""",1,1TYizY3dTwdqs6ot0tOG8p,24.0,0.371,0.72,0.795,0.355,0.0362,0.715,122.946,0,-8.978
Captain & Tennille,"""Love Will Keep Us Together""?Â (1975)",4,,,,,,,,,,,
Bee Gees,"""Love You Inside Out""",1,73V1mhbDb7K0lqlHB82iN5,6.0,0.354,0.706,0.516,0.205,0.0474,0.833,94.716,4.19e-06,-11.037
Love Unlimited Orchestra,"""Love's Theme""",1,4qCLPXxnQ6H6TBZ13DqIMV,24.0,0.028,0.606,0.648,0.193,0.0336,0.763,97.179,0.64,-10.488
Minnie Riperton,"""Lovin' You""",1,540DMGKnJkB6AObK1mzk1d,13.0,0.913,0.456,0.254,0.215,0.0378,0.263,124.514,0,-10.461
Elton John,"""Lucy in the Sky with Diamonds""",2,2gMEszHBuPNV5f6kpddF5n,0.0,0.501,0.41,0.44,0.143,0.0299,0.398,112.668,0.835,-12.991
Donna Summer,"""MacArthur Park""",3,464hH8QVcREe7VC4celXIB,25.0,0.0214,0.663,0.77,0.0333,0.0314,0.696,131.128,0.00468,-11.578
Rod Stewart,"""Maggie May"" / ""Reason to Believe""",5,,,,,,,,,,,
Bread,"""Make It with You""",1,3RPNcFAV588u6bWIgCKJp7,11.0,0.66,0.629,0.356,0.173,0.0246,0.472,83.886,0.000617,-11.135
Three Dog Night,"""Mama Told Me (Not to Come)""",2,3yq3XTdudzlTXbIecxXZnn,0.0,0.407,0.66,0.692,0.447,0.0293,0.76,118.53,0,-11.307
Barry Manilow,"""Mandy""",1,7gQFNYHvuCt8zXYGIbWU28,15.0,0.72,0.47,0.282,0.322,0.0355,0.292,107.745,0,-11.485
Janis Joplin,"""Me and Bobby McGee""",2,6NvGuQm8UeJdMmaLS8yohX,17.0,0.231,0.432,0.406,0.12,0.0583,0.549,92.651,0.00137,-13.27
Billy Paul,"""Me and Mrs. Jones""",3,6q93nu8CQLFndelclsbz0R,22.0,0.204,0.439,0.564,0.284,0.0673,0.606,158.194,3.53e-06,-9.565
Gladys Knight & the Pips,"""Midnight Train to Georgia""",2,7qqlIJfZrCgSwhuGDWddol,21.0,0.242,0.551,0.543,0.13,0.0328,0.595,89.324,0,-6.37
The Rolling Stones,"""Miss You""",1,6ZJ5gVsnpgNIkBWM0zJrwd,18.0,0.168,0.345,0.905,0.926,0.119,0.427,115.977,0.000811,-6.78
Chuck Berry,"""My Ding-a-ling""",2,2L8mIvM1OwkJyGb3WwDFT3,14.0,0.791,0.767,0.517,0.078,0.195,0.846,144.322,0.000186,-9.908
Frankie Valli,"""My Eyes Adored You""",1,7LeOfIM6egxs1VpEOf3u8Y,8.0,0.272,0.446,0.489,0.16,0.033,0.396,137.829,0,-10.26
Paul McCartney and Wings,"""My Love""",4,,,,,,,,,,,
The Knack,"""My Sharona""?Â (1979)",6,,,,,,,,,,,
George Harrison,"""My Sweet Lord"" / ""Isn't It a Pity""",4,,,,,,,,,,,
Eagles,"""New Kid in Town""",1,,,,,,,,,,,
Bee Gees,"""Night Fever""",8,,,,,,,,,,,
Barbra Streisand and Donna Summer,"""No More Tears (Enough Is Enough)""",2,4BofH7kaLgLhh7FA3QfdGs,0.0,0.0192,0.45,0.589,0.276,0.0339,0.448,131.149,0.807,-14.39
Billy Preston,"""Nothing from Nothing""",1,3u75h3LOSY1NzGf6Pb2Qct,0.0,0.34,0.63,0.689,0.326,0.0318,0.905,103.083,0.835,-9.157
The Chi-Lites,"""Oh Girl""",1,5uLdj5dYGSmIBRPPrVAUKj,50.0,0.756,0.591,0.491,0.212,0.0312,0.451,72.262,2.04e-05,-8.418
The Osmonds,"""One Bad Apple""",5,72bTHyjuV6zKd8CVGmxLv5,0.0,0.311,0.667,0.582,0.558,0.0344,0.903,100.409,0,-9.313
Eagles,"""One of These Nights""",1,,,,,,,,,,,
The Temptations,"""Papa Was a Rollin' Stone""",1,7pmZQ6yqoYyMEm7d62UExp,19.0,0.456,0.818,0.413,0.0509,0.0927,0.887,121.457,0.0495,-13.41
Elton John,"""Philadelphia Freedom""",2,1gNMPs2iQ9xnIHli5GfFPe,0.0,0.0572,0.676,0.331,0.164,0.0362,0.776,128.802,0.893,-14.562
Ringo Starr,"""Photograph""",1,5P0PynxqvoBsqoiZHjjNKx,1.0,0.0457,0.598,0.799,0.0781,0.0264,0.865,111.234,0.000246,-7.463
Average White Band,"""Pick Up the Pieces""",1,3kjP55KvNexkIyAox2I9is,16.0,0.0011,0.684,0.713,0.649,0.0577,0.591,104.471,0.0282,-8.484
Wild Cherry,"""Play That Funky Music""",3,3peuu0gyiW30Ux4KiIgzrS,17.0,0.0366,0.805,0.708,0.0462,0.0795,0.865,109.358,0,-10.886
The Carpenters,"""Please Mr. Postman""",1,74jZhGv0fdLaf9q8AZZ15k,32.0,0.139,0.664,0.547,0.239,0.0281,0.964,132.943,1.79e-06,-11.594
M,"""Pop Muzik""",1,,,,,,,,,,,
B. J. Thomas,"""Raindrops Keep Fallin' On My Head""",4,,,,,,,,,,,
Peaches & Herb,"""Reunited""",4,3MLQqQCXoOtt3BHcoAAzV5,6.0,0.581,0.607,0.373,0.0561,0.0301,0.397,75.749,9.32e-06,-13.487
Glen Campbell,"""Rhinestone Cowboy""",2,7kUyEpjTz8Q1loiC1xlF07,48.0,0.189,0.687,0.437,0.0762,0.0287,0.74,114.973,8.18e-05,-13.461
Daryl Hall and John Oates,"""Rich Girl""",2,0hbK0hdDZrnXVkbB1o9UNA,22.0,0.5,0.597,0.643,0.0435,0.134,0.823,167.963,0,-6.303
