Artist,Song,WeeksAtNumberOne,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness
Anita Ward,"""Ring My Bell""",2,3vHq2bv2Gy6cl5c3a88qeB,14.0,0.221,0.701,0.391,0.0507,0.0859,0.868,116.664,0.00255,-13.06
Herb Alpert,"""Rise""",2,7evuNi8V0gw83R2sZFiSe3,19.0,0.138,0.878,0.527,0.0874,0.0346,0.971,115.642,0.894,-11.576
Andy Kim,"""Rock Me Gently""",1,3I8nwQ5gh9GQtgBBbAfFHr,0.0,0.0137,0.735,0.616,0.609,0.0355,0.807,120.004,0.0958,-7.565
George McCrae,"""Rock Your Baby""",2,1R0pBt0mWUQqNYi3MN42dW,17.0,0.166,0.595,0.824,0.0856,0.0315,0.941,104.484,0.115,-9.768
The Hues Corporation,"""Rock the Boat""",1,0hMYmjPGASKLRaTJkKAgku,0.0,0.358,0.692,0.599,0.0742,0.028,0.961,106.278,0.683,-8.4
Steve Miller Band,"""Rock'n Me""",1,4p22YBAdmA0v6cOqT2yw0l,0.0,0.0108,0.787,0.684,0.117,0.0366,0.851,121.974,0.0249,-12.2
Robert John,"""Sad Eyes""",1,0rPpGUDNT1wHxTrLl8xLjF,0.0,0.316,0.603,0.505,0.135,0.0252,0.593,107.53,0.0403,-8.122
Bay City Rollers,"""Saturday Night""",1,1aqwAiZgwReXOGXaz4C5kD,10.0,0.0666,0.526,0.858,0.115,0.0688,0.838,136.325,1.29e-05,-6.461
Terry Jacks,"""Seasons in the Sun""",3,5oIVlQ3hiUFVZnHWTR9RA3,10.0,0.57,0.618,0.641,0.104,0.0363,0.795,109.084,0.000579,-8.523
Andy Gibb,"""Shadow Dancing""?Â (1978)",7,,,,,,,,,,,
"Earth, Wind & Fire","""Shining Star""",1,64N6ytThVz8q9vp0X1D2o6,21.0,0.0553,0.532,0.895,0.73,0.159,0.415,113.998,0,-8.507
Al Wilson,"""Show and Tell""",1,59sBMYZDolyXs3dPBQTAmp,7.0,0.647,0.489,0.415,0.118,0.0323,0.461,83.254,0.00352,-11.139
Wings,"""Silly Love Songs""?Â (1976)",5,,,,,,,,,,,
Stevie Wonder,"""Sir Duke""",3,6vKSrqeuPqnlsqDbBj6F3n,23.0,0.157,0.583,0.546,0.094,0.0742,0.952,106.65,0,-10.885
America,"""Sister Golden Hair""",1,1ZGaT98F2ymRTe8rJdLbQr,11.0,0.0495,0.334,0.805,0.912,0.0587,0.738,140.486,4.4e-05,-9.433
Neil Diamond,"""Song Sung Blue""",1,0HRPKBmbzyxRgQTLNcXEaT,18.0,0.517,0.43,0.686,0.981,0.0371,0.356,115.399,0,-8.889
Glen Campbell,"""Southern Nights""",1,7AiJFYy3FwNzMrxNhcHVSC,10.0,0.196,0.675,0.747,0.23,0.0277,0.75,94.993,0,-6.126
Meco,"""Star Wars Theme/Cantina Band""",2,5yMIEmTVR7ezwwQ9co9xjW,9.0,0.015,0.705,0.671,0.375,0.0604,0.673,124.105,0.781,-12.442
Bee Gees,"""Stayin' Alive""",4,4b3koZFePW7UbUvIiD1Uz5,27.0,0.115,0.69,0.821,0.193,0.0361,0.962,103.597,0.000303,-8.129
Commodores,"""Still""",1,2CyLCmNpuJ16xQdJbgxgh3,19.0,0.906,0.353,0.142,0.0977,0.0332,0.194,122.795,0.00455,-15.123
Gordon Lightfoot,"""Sundown""",1,380uScf05HsHAXLpqmkw4z,25.0,0.168,0.672,0.678,0.916,0.0277,0.905,110.501,0.000398,-9.221
John Denver,"""Sunshine on My Shoulders""",1,1pQ6J5ZBXCVl2tzIYrC4Dw,16.0,0.416,0.435,0.375,0.104,0.0278,0.181,85.058,0,-8.201
Stevie Wonder,"""Superstition""",1,1TV9qMgIML1eyznrB1d4eB,20.0,0.057,0.612,0.583,0.0857,0.0667,0.878,100.813,0.0194,-14.182
MFSBÂ andÂ The Three Degrees,"""TSOP""",2,,,,,,,,,,,
John Denver,"""Thank God I'm a Country Boy""",1,5F01jxuCZNEHfgdNfY4Tfq,16.0,0.659,0.421,0.661,0.968,0.11,0.873,201.984,0,-10.22
Sly & the Family Stone,"""Thank You (Falettinme Be Mice Elf Agin)"" / ""Everybody Is a Star""",2,,,,,,,,,,,
KC and the Sunshine Band,"""That's the Way (I Like It)""",2,2vRt90hATEm0Zsk4VAhhCt,10.0,0.193,0.683,0.869,0.346,0.0353,0.935,108.669,0.000645,-10.257
Roberta Flack,"""The First Time Ever I Saw Your Face""?Â (1972)",6,,,,,,,,,,,
Van McCoy and the Soul City Symphony,"""The Hustle""",1,,,,,,,,,,,
Steve Miller Band,"""The Joker""",1,5rsGQ4MKdmcFyjuz4KyCEY,31.0,0.451,0.305,0.689,0.85,0.0306,0.33,149.094,0.000301,-4.299
Grand Funk,"""The Loco-Motion""",2,5g926NqsAKn7leABGkH1Uq,0.0,0.0529,0.639,0.806,0.0913,0.0416,0.457,131.14,0.0603,-6.123
The Beatles,"""The Long and Winding Road"" / ""For You Blue""",2,,,,,,,,,,,
The Jackson 5,"""The Love You Save""",2,1n3agICkr1cJoICB2zFEZl,21.0,0.41,0.743,0.901,0.0896,0.0491,0.934,113.455,0,-3.96
Maureen McGovern,"""The Morning After""",2,2TKvpEHlp9i0B8qMMXRduM,0.0,0.118,0.559,0.399,0.275,0.0292,0.33,76.2,0.0128,-10.566
Charlie Rich,"""The Most Beautiful Girl""",2,6rwhGJA3BBEr2rt3Z0rHj7,7.0,0.361,0.554,0.416,0.326,0.0249,0.46,103.587,0,-12.407
Paper Lace,"""The Night Chicago Died""",1,6YVoNFrOOhzXHfmxPFv5E8,13.0,0.0829,0.774,0.585,0.155,0.036,0.662,109.731,0,-9.679
Vicki Lawrence,"""The Night the Lights Went Out in Georgia""",2,38VGymhWkkKhdQDzOFJF0y,4.0,0.836,0.46,0.239,0.108,0.0336,0.375,91.411,0,-16.163
Ray Stevens,"""The Streak""",3,6tNJBm81HBy3Xo4ikLaoHG,0.0,0.114,0.709,0.826,0.444,0.0979,0.843,119.386,0,-6.34
Smokey Robinson & the Miracles,"""The Tears of a Clown""",2,49BaP6qcUV3gsKwpyhQDnJ,16.0,0.0841,0.583,0.925,0.237,0.0948,0.913,125.156,0,-6.884
Barbra Streisand,"""The Way We Were""?Â (1974)",3,,,,,,,,,,,
Rhythm Heritage,"""Theme FromÂ S.W.A.T.""",1,5x9xxVr7nJ9xMfDIW02Nv3,32.0,0.00121,0.635,0.904,0.143,0.042,0.964,109.349,0.774,-6.345
Diana Ross,"""Theme fromÂ MahoganyÂ (Do You Know Where You're Going To)""",1,2SJ7XRzYhYGwmECwfXhq64,10.0,0.492,0.322,0.394,0.0983,0.0298,0.418,139.93,9.94e-06,-10.378
Isaac Hayes,"""Theme fromÂ Shaft""",2,2oXJtfu2TV2vuaS3S7yHFY,6.0,0.0408,0.503,0.718,0.263,0.0551,0.689,120.323,1.15e-05,-11.386
Dionne WarwickÂ andÂ The Spinners,"""Then Came You""",1,,,,,,,,,,,
Commodores,"""Three Times a Lady""",2,5XHNCnbartzG9KuiCBoWOr,18.0,0.913,0.479,0.153,0.155,0.0266,0.212,75.786,0.00323,-15.519
Tony Orlando and Dawn,"""Tie a Yellow Ribbon Round the Ole Oak Tree""?Â (1973)",4,,,,,,,,,,,
Jim Croce,"""Time in a Bottle""",2,4hDTlGAGTVCzlTOzQ87EEi,37.0,0.866,0.673,0.296,0.0762,0.0337,0.833,132.323,1.33e-06,-12.635
Rod Stewart,"""Tonight's the Night (Gonna Be Alright)""?Â (1977)",8,,,,,,,,,,,
Bee Gees,"""Too Much Heaven""",2,73v1i3xg14IEUhXioNRS2b,22.0,0.495,0.581,0.393,0.687,0.0453,0.337,83.219,0.0156,-14.296
Johnny MathisÂ andÂ Deniece Williams,"""Too Much, Too Little, Too Late""",1,,,,,,,,,,,
The Carpenters,"""Top of the World""",2,6BJHLfEajuKKTwF9JfUwCv,16.0,0.399,0.613,0.442,0.186,0.0345,0.723,92.406,0,-13.847
Mary MacGregor,"""Torn Between Two Lovers""",2,6qEIufg6vtIvNNRWlo1zod,0.0,0.603,0.575,0.37,0.126,0.0284,0.51,132.021,0.847,-12.348
Diana Ross,"""Touch Me in the Morning""",1,1fNNXPAh48cMdZBhCtmQvn,10.0,0.362,0.441,0.541,0.109,0.0338,0.642,137.398,0,-9.464
Bee Gees,"""Tragedy""",2,4K1wfdHsW9EVSYVdFT8BEo,13.0,0.0876,0.68,0.489,0.11,0.0287,0.79,118.276,0.36,-11.895
Paul McCartneyÂ andÂ Linda McCartney,"""Uncle Albert/Admiral Halsey""",1,,,,,,,,,,,
Alan O'Day,"""Undercover Angel""",1,0f439nP4Mk7cn3fdZRpSNh,0.0,0.137,0.555,0.549,0.162,0.0624,0.522,199.207,0,-9.165
Shocking Blue,"""Venus""",1,78JuQ3NrGBKxUwLkgfVgWy,8.0,0.0019,0.616,0.756,0.655,0.0321,0.607,129.309,0.0176,-10.766
The Honey Cone,"""Want Ads""",1,6P6hY9sH5gKxDxrjXKs3q8,0.0,0.00648,0.691,0.633,0.0734,0.0344,0.966,95.952,0.0464,-11.834
Edwin Starr,"""War""",3,7aHVScLniR1gDDD5lBw16q,15.0,0.0548,0.602,0.803,0.2,0.182,0.744,109.342,0,-7.481
Grand Funk,"""We're an American Band""",1,0gRiVUZhN7AErXjiJnCqPX,23.0,0.000927,0.554,0.901,0.216,0.0631,0.787,126.921,0.0555,-4.153
John Sebastian,"""Welcome Back""",1,,,,,,,,,,,
The Doobie Brothers,"""What a Fool Believes""",1,1nu5RTwgraXyJFI6uxwnQ1,14.0,0.834,0.612,0.459,0.79,0.954,0.313,58.959,0,-14.572
John Lennon,"""Whatever Gets You Thru the Night""",1,5xv4dIyRnUP3CxIensihk6,0.0,0.0126,0.593,0.875,0.331,0.0339,0.807,121.025,0.849,-6.93
Leo Sayer,"""When I Need You""",1,5jaN0qCsnuhBbcD1nibfg5,0.0,0.921,0.667,0.263,0.0992,0.0344,0.238,119.909,0.754,-18.53
Billy Preston,"""Will It Go Round in Circles""",2,2bmS9evdIym5uJtHcyVXJx,0.0,0.374,0.664,0.579,0.0576,0.0256,0.862,96.026,0,-7.095
Wings,"""With a Little Luck""",2,6BUEfo67GW6dduwTCT7BzL,0.0,0.0601,0.53,0.597,0.161,0.0323,0.381,112.031,0.00107,-8.776
Nilsson,"""Without You""",4,0oP3nUUVDovK0MKGj7Hwzj,30.0,0.304,0.44,0.249,0.0612,0.0272,0.134,64.201,0,-12.695
Bachman-Turner Overdrive,"""You Ain't Seen Nothing Yet""",1,6BzxZgYMg71fmwVdfxxNTm,26.0,0.000122,0.463,0.638,0.229,0.0364,0.746,118.937,0.0116,-8.614
Stevie Wonder,"""You Are the Sunshine of My Life""",1,6egLxLHyNCEQs9W2XkA6Z9,23.0,0.548,0.45,0.614,0.222,0.0502,0.876,132.204,0.00079,-10.883
Barbra Streisand and Neil Diamond,"""You Don't Bring Me Flowers""",2,7dBUmt5XUshsyRzzjGXHOQ,0.0,0.891,0.345,0.076,0.336,0.0321,0.108,59.027,0.855,-14.252
"Marilyn McCooÂ andÂ Billy Davis, Jr.","""You Don't Have to Be a Star (To Be in My Show)""",1,,,,,,,,,,,
Stevie Wonder,"""You Haven't Done Nothin'""",1,001mwwUP6BCGTA3eCiUtX9,5.0,0.134,0.751,0.811,0.281,0.04,0.882,102.654,0.00134,-7.985
Debby Boone,"""You Light Up My Life""",10,6Ux3bicCXE0cBioXyFmvGe,5.0,0.824,0.305,0.269,0.232,0.0301,0.209,94.253,9.39e-05,-10.344
Leo Sayer,"""You Make Me Feel Like Dancing""",1,5B5L2EY5ctWQaCPfmwzTCr,8.0,0.772,0.536,0.775,0.945,0.0619,0.521,108.613,0.000106,-9.725
Anne Murray,"""You Needed Me""",1,1GmjY7wIgzX1r7zA6gc604,0.0,0.616,0.432,0.324,0.11,0.0376,0.114,64.062,0,-13.239
Bee Gees,"""You Should Be Dancing""",1,5y4trSMQ8LukXEzUHw7GZx,31.0,0.0104,0.693,0.882,0.202,0.0301,0.962,123.033,0.354,-5.697
Linda Ronstadt,"""You're No Good""",1,3qQxlHOq6hTqfvufDqu01B,0.0,0.354,0.615,0.333,0.122,0.0283,0.432,106.421,0.00398,-8.254
Ringo Starr,"""You're Sixteen""",1,,,,,,,,,,,
Carly Simon,"""You're So Vain""",3,74dGWi4OVzhhm7M0cpvvPa,4.0,0.43,0.618,0.701,0.682,0.0283,0.667,107.577,0,-8.965
John TravoltaÂ and Olivia Newton-John,"""You're the One That I Want""",1,32IigeLDb2vo2hoTXqpymX,0.0,0.161,0.769,0.732,0.156,0.0346,0.975,105.996,0.741,-9.507
James Taylor,"""You've Got a Friend""",1,23aLMWYv63VEcFyWWIO3px,3.0,0.711,0.671,0.304,0.347,0.0271,0.468,93.985,0,-9.968
