Artist,Song,WeeksAtNumberOne,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness
Frank Sinatra,"""Strangers In The Night""",1,56NQoOImgsBImTuq3QcTNc,31.0,0.265,0.681,0.788,0.0768,0.0434,0.973,132.298,0,-6.584
Elvis Presley,"""Stuck on You""",4,7iyBcdv77ygB1CP0EMu6vh,0.0,0.379,0.742,0.434,0.152,0.141,0.913,134.035,0.35,-14.007
Jimmy Gilmer and the Fireballs,"""Sugar Shack""?Â (1963)",5,,,,,,,,,,,
The Archies,"""Sugar, Sugar""",4,5kEAd1XMwhsyv6XkawQZvx,10.0,0.0665,0.468,0.543,0.108,0.0596,0.703,104.846,1.69e-06,-12.053
Kyu Sakamoto,"""Sukiyaki""",3,17TIuduAWyggS5xldUdfOt,6.0,0.608,0.413,0.36,0.154,0.0305,0.406,145.161,0,-9.716
The Lovin' Spoonful,"""Summer in the City""",3,1AhYvQwUfBnGQEdHbc5v0u,0.0,0.0582,0.414,0.44,0.0885,0.0381,0.607,110.025,4.97e-05,-18.9
Donovan,"""Sunshine Superman""",1,4BtgYwuy4s2v4XApbgW0Rd,28.0,0.0533,0.635,0.386,0.057,0.0288,0.737,104.918,0,-15.336
Jan and Dean,"""Surf City""",2,5k4TAzqkVx0xWvfHM0pgVg,14.0,0.572,0.447,0.577,0.0924,0.037,0.945,155.991,0,-16.15
Elvis Presley,"""Surrender""",2,1lbzSEOT3xaywdqOVysgHr,0.0,0.325,0.587,0.619,0.13,0.184,0.568,160.697,0.916,-13.351
Elvis Presley,"""Suspicious Minds""",1,23azuB5cpyaqyLGVro7A34,18.0,0.0419,0.471,0.443,0.349,0.0299,0.691,118.511,6.59e-06,-8.635
Bobby Vee,"""Take Good Care of My Baby""",3,1QhVLyrR1If5e5i7TA8xwh,4.0,0.592,0.323,0.459,0.0931,0.0312,0.58,99.309,0,-11.686
Mark Dinning,"""Teen Angel""",1,2YVSDn7e56UxOBJQgvu0re,0.0,0.799,0.434,0.348,0.139,0.0373,0.345,97.278,0,-10.121
The Tornados,"""Telstar""",3,1oZdSCCHXHsXOGYWzhWrbN,12.0,0.593,0.498,0.853,0.244,0.182,0.655,105.587,0.934,-7.386
Barry Sadler,"""The Ballad of the Green Berets""",5,67oVOpWrYlygXWdbJrW3ZB,0.0,0.552,0.751,0.226,0.496,0.0435,0.961,84.064,0.000448,-19.861
Johnny Horton,"""The Battle of New Orleans""",6,7FtbA0NUfqYkuQEyNleQBC,8.0,0.768,0.667,0.731,0.102,0.0827,0.929,179.932,0,-11.29
The ChipmunksÂ withÂ David Seville,"""The Chipmunk Song""",4,,,,,,,,,,,
The Supremes,"""The Happening""",1,4W6lgVTiW1lbD5fU3ZsNhk,10.0,0.461,0.423,0.686,0.714,0.0403,0.905,172.641,0,-6.131
"Dave ""Baby"" Cortez","""The Happy Organ""",1,2kUTzgylrFjiW7ovFXWfkP,0.0,0.825,0.421,0.253,0.312,0.0326,0.498,181.105,0.000116,-16.087
The Animals,"""The House of the Rising Sun""",3,2Kql7xTJdxZcwYxEJhU1cV,10.0,0.33,0.43,0.515,0.139,0.0305,0.183,114.928,0.00342,-6.631
Box Tops,"""The Letter""",4,2bO3cK5apgiVlSVIBUACe3,23.0,0.704,0.368,0.375,0.189,0.0355,0.647,109.069,0.012,-14.183
The Tokens,"""The Lion Sleeps Tonight""",3,1vndnK1pWEylzsx9PPw3nK,16.0,0.4,0.383,0.602,0.132,0.041,0.556,67.674,0,-8.318
Little Eva,"""The Loco-Motion""",1,,,,,,,,,,,
Simon & Garfunkel,"""The Sound of Silence""",2,6geGt54PxEvlpA4LJvpAyB,27.0,0.177,0.431,0.401,0.133,0.0288,0.528,106.842,2.43e-05,-12.734
David Rose,"""The Stripper""",1,2THJidKyv3HKV4KZB5Evab,0.0,0.438,0.597,0.323,0.13,0.0314,0.67,100.494,0.000137,-10.627
The Browns,"""The Three Bells""",4,5sPR8s40QrljiGVNYKs56e,0.0,0.772,0.574,0.254,0.168,0.0318,0.273,107.908,7.91e-05,-16.432
Chubby Checker,"""The Twist""",1,44iHwZr6Ka9F3QzXeITHYz,12.0,0.261,0.422,0.908,0.0955,0.0706,0.917,173.013,0,-6.789
Percy Faith,"""Theme from 'A Summer Place'""",9,2JJFxsfl3JRt2cqk2WpfQy,12.0,0.813,0.253,0.261,0.121,0.031,0.358,175.553,8.95e-05,-16.888
Bobby Vinton,"""There! I've Said It Again""",4,19GVyWx3KsMiJGORcDE6dZ,5.0,0.833,0.255,0.389,0.144,0.0314,0.211,140.02,0,-9.025
Nancy Sinatra,"""These Boots Are Made for Walkin'""",1,2XqPhCGhTGHjrNPUUtspJt,0.0,0.0855,0.64,0.513,0.123,0.0831,0.138,165.569,6.46e-06,-9.464
Gary Lewis & The Playboys,"""This Diamond Ring""",2,5sBfroy9r6X71nFYrw2tqn,12.0,0.278,0.611,0.598,0.184,0.027,0.617,133.038,0,-8.612
Herb Alpert,"""This Guy's in Love with You""",4,6MkCebM6CaQYJFER0tAXTD,0.0,0.876,0.541,0.268,0.104,0.0257,0.158,81.968,0.962,-11.042
The Beatles,"""Ticket to Ride""",1,,,,,,,,,,,
Archie Bell & the Drells,"""Tighten Up""",2,46FsV3QRk7R55jp9F9NAvR,16.0,0.0712,0.439,0.278,0.102,0.0301,0.265,138.027,2.07e-05,-16.264
The Teddy Bears,"""To Know Him Is to Love Him""",3,6BqmDBwF5thfESvDuhfahM,0.0,0.404,0.739,0.24,0.11,0.351,0.96,172.939,0.714,-17.758
Lulu,"""To Sir With Love""",5,5KiXgwrhSRlkkzaPpvPQKu,6.0,0.591,0.308,0.405,0.0931,0.0421,0.421,171.511,0,-9.177
The Kingston Trio,"""Tom Dooley""",1,0BKqj97KsaXODXXyUSwywg,0.0,0.841,0.562,0.163,0.394,0.238,0.723,130.273,2.53e-05,-22.405
Bobby Lewis,"""Tossin' and Turnin'""",7,3u5SZaF3w4YiKLsAG7Ec6C,0.0,0.247,0.576,0.716,0.129,0.0386,0.964,142.687,0,-8.914
Ricky Nelson,"""Travelin' Man""",2,1rK4lyqFKYSDlycOO0rliQ,1.0,0.00516,0.733,0.64,0.123,0.0363,0.725,105.019,0,-7.054
The Byrds,"""Turn! Turn! Turn!""",3,0mRCHV9IyP7JaFr8kINsVf,29.0,0.2,0.548,0.659,0.0487,0.0331,0.845,123.204,0,-9.648
Frankie Avalon,"""Venus""",5,0oQZ00F4pUiXp26wINlETH,10.0,0.69,0.554,0.442,0.089,0.0288,0.816,114.751,2.97e-05,-12.046
Domenico Modugno,"""Volare (Nel Blu Dipinto Di Blu)""",5,4FhLZDtynSvS3jB5SBiwEF,0.0,0.936,0.549,0.156,0.236,0.0433,0.534,128.027,4.36e-06,-10.016
The Four Seasons,"""Walk Like A Man""",3,7KFQDE4Z9gzPj14cigx2E0,5.0,0.899,0.803,0.35,0.105,0.0568,0.368,120.075,0.295,-10.704
The Rooftop Singers,"""Walk Right In""",2,4CO91a6GgnxjJhx23fe4BC,0.0,0.252,0.739,0.421,0.165,0.0364,0.929,131.792,0.00198,-14.304
The Beatles,"""We Can Work It Out""",3,5Z33qDlzKOWDvSIMkWxdYn,5.0,0.535,0.443,0.449,0.195,0.0422,0.498,203.659,0,-7.759
The 5th Dimension,"""Wedding Bell Blues""",3,5GPrX4cvBqrIDV3YXrIWaW,0.0,0.0184,0.681,0.38,0.254,0.0335,0.61,116.937,0.0206,-13.13
Percy Sledge,"""When A Man Loves A Woman""",2,58wullwJKOgd2ePaso2WlT,29.0,0.227,0.58,0.334,0.101,0.0442,0.457,70.66,1.01e-06,-11.141
The Supremes,"""Where Did Our Love Go""",2,7f2yFdjdP76u73AmU88tFW,17.0,0.287,0.53,0.48,0.418,0.0321,0.566,137.311,0,-7.581
Frankie Avalon,"""Why""",1,2gT6fv21K0GvM3NVLm3Duy,0.0,0.798,0.48,0.311,0.193,0.0264,0.646,94.02,0,-10.652
The Troggs,"""Wild Thing""",2,3F8dMVlS1cgS2TbFDty81a,10.0,0.609,0.431,0.795,0.0454,0.32,0.619,204.648,0.0685,-7.3
The Shirelles,"""Will You Love Me Tomorrow""",2,0bwy3sGHeYwng2Ioicq6wf,9.0,0.312,0.55,0.382,0.221,0.0263,0.464,136.128,1.11e-05,-6.429
The New Vaudeville Band,"""Winchester Cathedral""",3,1JzniTjlKLcVOJnc4PHkw6,0.0,0.222,0.796,0.853,0.172,0.0326,0.935,127.034,0.0113,-6.057
The Association,"""Windy""",4,6A0HpdlSOkyg9pRT9Awmue,17.0,0.776,0.51,0.544,0.144,0.0282,0.598,110.197,0,-8.308
Bert Kaempfert,"""Wonderland by Night""",3,4dTtNAnb0HTGeL6BAFU49G,3.0,0.594,0.276,0.298,0.114,0.0307,0.255,115.554,0.88,-7.756
Joe Dowell,"""Wooden Heart (Muss I Denn)""",1,,,,,,,,,,,
The Beatles,"""Yesterday""",4,,,,,,,,,,,
The Supremes,"""You Can't Hurry Love""",2,1Tbc2Z8E3CiUhvit22Rrr6,17.0,0.564,0.45,0.837,0.102,0.202,0.57,195.506,0,-6.087
The Supremes,"""You Keep Me Hangin' On""",2,526Y0ij0QMa0L4J0ZtyqPV,15.0,0.597,0.68,0.605,0.256,0.0383,0.83,127.05,0,-6.888
The Righteous Brothers,"""You've Lost That Lovin' Feelin'""",2,4ItkP0yv5ScUiSP8g2nuBn,17.0,0.691,0.429,0.238,0.239,0.038,0.507,138.154,0,-15.643
