Artist,Song,WeeksAtNumberOne,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness
Whitney Houston,"""Didn't We Almost Have It All""",2,4vWY6kXDlMC44DfkXJQPH2,4.0,0.966,0.575,0.451,0.119,0.0437,0.611,130.995,0.858,-12.708
Michael Jackson,"""Dirty Diana""",1,7kWX9wIMlHbnAbHxljPXiR,0.0,0.00477,0.646,0.675,0.203,0.0336,0.192,127.927,0.888,-7.418
Captain & Tennille,"""Do That to Me One More Time""",1,7A1RrXVwatfiELcMzmwA1H,5.0,0.946,0.373,0.164,0.0931,0.034,0.137,114.134,0.895,-18.851
Gloria Estefan,"""Don't Wanna Lose You""",1,26pJoSOf2xAMjyawaNDBGC,0.0,0.571,0.551,0.405,0.375,0.0266,0.267,164.294,7.6e-06,-12.655
Bobby McFerrin,"""Don't Worry, Be Happy""",2,7Dkle0YeLQtIQcsPI8GiCY,1.0,0.984,0.448,0.0418,0.0729,0.0343,0.234,130.645,0.365,-22.248
Simple Minds,"""Don't You (Forget About Me)""",1,6vggJFDmZ1EurerND7it2J,28.0,0.237,0.63,0.853,0.158,0.031,0.608,111.444,0.00672,-5.795
The Human League,"""Don't You Want Me""",3,3RTgz1EzouaDiOA5wLBBKv,23.0,0.181,0.748,0.741,0.297,0.0407,0.963,117.635,1.01e-06,-7.543
Men at Work,"""Down Under""",4,4iIfaq5MaNNsGbVGDeUt5f,21.0,0.000411,0.915,0.469,0.0752,0.0787,0.337,126.981,0.3,-6.23
Paul McCartneyÂ andÂ Stevie Wonder,"""Ebony and Ivory""",7,,,,,,,,,,,
Diana RossÂ andÂ Lionel Richie,"""Endless Love""",9,,,,,,,,,,,
The Bangles,"""Eternal Flame""",1,3iVR71LIOawYBznBFbVSQC,9.0,0.385,0.524,0.348,0.141,0.0238,0.361,78.965,0,-8.351
The Police,"""Every Breath You Take""?Â (1983)",8,,,,,,,,,,,
Poison,"""Every Rose Has Its Thorn""",3,5Y28b47RUpdHd9e12dST1A,28.0,0.157,0.535,0.635,0.378,0.0311,0.304,140.199,1.69e-05,-5.562
Tears for Fears,"""Everybody Wants to Rule the World""",2,3KIHFBQYggpwpM7R7yMUw9,26.0,0.213,0.67,0.805,0.0836,0.0403,0.341,111.816,0.028,-9.446
Wham!,"""Everything She Wants""",2,4os0YJngEZ6m2xcR7YBqnl,0.0,0.0891,0.819,0.505,0.136,0.0346,0.957,115.9,2.3e-06,-12.001
Paul Young,"""Everytime You Go Away""",1,1kF7D0KqH1c5blwYK2SxbZ,0.0,0.0848,0.579,0.845,0.115,0.027,0.857,82.127,1.19e-05,-6.095
Survivor,"""Eye of the Tiger""",6,156zRgKOtm3Q3e2XV6UYjy,41.0,0.172,0.783,0.573,0.193,0.0327,0.513,108.987,3.03e-05,-9.135
George Michael,"""Faith""?Â (1988)",4,,,,,,,,,,,
George Michael,"""Father Figure""",2,5seXrIHkCG9sj6hHA77SXy,0.0,0.327,0.571,0.561,0.0866,0.0482,0.358,203.453,0.000315,-5.636
Irene Cara,"""Flashdance... What a Feeling""",6,6dpvwrZWl6aV47Cx7ikOFL,24.0,0.374,0.532,0.726,0.349,0.0474,0.571,122.018,0,-6.857
Debbie Gibson,"""Foolish Beat""",1,3hDcRmxrCYmAElWiN9ZteO,7.0,0.267,0.542,0.44,0.147,0.0257,0.341,78.325,2.48e-06,-11.161
Kenny Loggins,"""Footloose""",3,3SL2uCihyxHCty0zoPeDbD,20.0,0.0455,0.601,0.779,0.0748,0.0397,0.634,173.934,0.000952,-8.892
Paula Abdul,"""Forever Your Girl""",2,24pJuVKrelmFTPNxhcakCR,25.0,0.178,0.79,0.732,0.233,0.0424,0.963,127.318,0.0415,-8.005
Lipps Inc,"""Funkytown""",4,4cWjsWVgeUYegbCGJxhto0,13.0,0.00168,0.914,0.416,0.0786,0.0775,0.329,122.473,0.362,-13.797
Billy Ocean,"""Get Outta My Dreams, Get into My Car""",2,4G74tbxb3BIMiUYErb0Jbs,0.0,0.121,0.799,0.727,0.46,0.0402,0.821,121.017,0.0691,-7.384
"Ray Parker, Jr.","""Ghostbusters""",3,3DjI4POnvY7xn3zeT9I404,22.0,0.975,0.618,0.224,0.247,0.0322,0.389,118.271,0.48,-15.57
Milli Vanilli,"""Girl I'm Gonna Miss You""",2,,,,,,,,,,,
Peter Cetera,"""Glory of Love""",2,2d2APCEmmRGg2jkJwaBzKe,0.0,0.17,0.519,0.421,0.211,0.0311,0.211,72.602,0.91,-10.042
Fine Young Cannibals,"""Good Thing""",1,5TmbpXeHJZaOzqPoq40hBj,0.0,0.00167,0.719,0.776,0.164,0.0879,0.965,82.507,0.308,-5.524
George Harrison,"""Got My Mind Set on You""",1,3KXgvxNrRDFjbVBfCwPyuT,0.0,0.0747,0.749,0.902,0.114,0.0454,0.929,149.635,0.0955,-8.063
Whitney Houston,"""Greatest Love of All""",3,02tQHZZ6g1LgIHxvj9MsE1,15.0,0.00342,0.662,0.876,0.143,0.0406,0.214,127.901,0.0158,-7.291
New Kids on the Block,"""Hangin' Tough""",1,2VEd6S6vdO4BwNp8FWR7H8,29.0,0.0405,0.801,0.52,0.0467,0.0462,0.906,111.288,7.67e-05,-12.519
Chicago,"""Hard to Say I'm Sorry""",2,5bEBilPuYhuRyEDVd9jJcq,21.0,0.137,0.391,0.543,0.0856,0.0371,0.238,144.552,0.000364,-7.765
Lisa Lisa and Cult Jam,"""Head to Toe""",1,2vkFeGxdDcL50CFjaQjW8I,8.0,0.0207,0.526,0.653,0.571,0.139,0.848,151.777,6.47e-06,-4.897
Belinda Carlisle,"""Heaven Is a Place on Earth""",1,1itZI2sTJ76kgO4oLFTrlK,5.0,0.00441,0.54,0.758,0.28,0.0411,0.735,123.086,4.21e-06,-10.068
Bryan Adams,"""Heaven""",2,43LLI1V7uLK1vcNcpLgpWb,20.0,0.0496,0.374,0.572,0.151,0.0267,0.337,70.059,0,-7.956
Lionel Richie,"""Hello""",2,31koIVyrTVFf5llnX86bqM,14.0,0.817,0.676,0.174,0.389,0.951,0.804,146.285,0,-20.563
Whitesnake,"""Here I Go Again""",1,1Ux9NDVsko6MFwDp5AXYF3,21.0,0.00247,0.328,0.86,0.988,0.06,0.109,98.031,0.00435,-6.266
Steve Winwood,"""Higher Love""",1,7tmOKyNU0tKKk5gsu66bFz,0.0,0.072,0.666,0.685,0.0967,0.038,0.819,100.419,0.000102,-13.318
Richard Marx,"""Hold On to the Nights""",1,2GS5AxOGcOwFK0RwpcPksp,0.0,0.338,0.416,0.229,0.258,0.0337,0.0631,72.512,0.941,-14.607
Simply Red,"""Holding Back the Years""",1,2fBn7uGgbgxaHqamH0H87T,7.0,0.0449,0.537,0.499,0.233,0.0282,0.622,172.227,0.876,-10.723
Whitney Houston,"""How Will I Know""",2,2PJj2GtmGOPYKMzgRTJHU0,20.0,0.018,0.762,0.943,0.48,0.0371,0.481,127.963,0.0822,-5.936
Human League,"""Human""",1,5gHZapv1Sb4AV3JHYyM3a0,36.0,0.162,0.706,0.668,0.165,0.0773,0.676,118.131,2.85e-06,-6.051
Daryl Hall and John Oates,"""I Can't Go for That (No Can Do)""",1,1bwgAeL1xmQf5iGm8768zm,27.0,0.0687,0.852,0.493,0.0729,0.035,0.971,110.713,0.00095,-7.701
Stevie Wonder,"""I Just Called to Say I Love You""",3,1a9CIlInkrKXqbFY0bqQ92,7.0,0.202,0.713,0.452,0.102,0.0258,0.588,113.691,0,-13.423
Michael JacksonÂ withÂ Siedah Garrett,"""I Just Can't Stop Loving You""",1,,,,,,,,,,,
Aretha FranklinÂ andÂ George Michael,"""I Knew You Were Waiting (for Me)""",2,36k8QnsD5YxSq6qpE526O4,0.0,0.603,0.691,0.376,0.171,0.0272,0.733,108.88,0.000156,-16.682
Joan Jett and the Blackhearts,"""I Love Rock 'n' Roll""",7,6X5NVuNVx5Z71ao6srpc0P,24.0,0.00752,0.396,0.99,0.356,0.178,0.663,155.814,0.000402,-3.478
Eddie Rabbitt,"""I Love a Rainy Night""",2,1aAtQb8eA8FCGjRsedXzMg,20.0,0.0658,0.732,0.539,0.192,0.0287,0.889,122.532,0.00224,-12.217
U2,"""I Still Haven't Found What I'm Looking For""",2,6DYkUnYPg4Q1jRzCOzqwmP,34.0,0.0118,0.567,0.783,0.0871,0.0349,0.64,100.649,0.00517,-8.106
Tiffany,"""I Think We're Alone Now""",2,4qMlNK3z76KBZCEBsoHRnk,18.0,0.00987,0.744,0.865,0.0234,0.0645,0.919,130.519,0.00412,-6.087
Whitney Houston,"""I Wanna Dance with Somebody (Who Loves Me)""",2,1J5whcj0GCW8qbmMMEkaxS,0.0,0.0182,0.747,0.442,0.0292,0.0416,0.775,119.741,0.168,-15.636
Foreigner,"""I Want to Know What Love Is""",2,5gOJmFLkOUgbxQ7wKabcva,21.0,0.214,0.427,0.539,0.0759,0.0346,0.221,162.005,0,-8.234
New Kids on the Block,"""I'll Be Loving You (Forever)""",1,2YrQtynGKixhc0nX3YCeez,3.0,0.123,0.523,0.474,0.0828,0.0258,0.501,139.93,0,-7.486
Bon Jovi,"""I'll Be There for You""",1,0WhFCoEUJVwLq1fgrr9WL1,15.0,0.072,0.343,0.793,0.088,0.0371,0.26,145.971,0,-3.897
Simply Red,"""If You Don't Know Me by Now""",1,7sF5Va4jsBaGSdGrsGmLH9,0.0,0.792,0.656,0.526,0.1,0.0275,0.353,92.034,0,-5.017
Genesis,"""Invisible Touch""",1,2OCy0EmBgFTp4rsAsyw4tA,32.0,0.0661,0.388,0.829,0.235,0.0674,0.32,134.302,0.00176,-7.878
Kenny RogersÂ withÂ Dolly Parton,"""Islands in the Stream""",2,,,,,,,,,,,
Billy Joel,"""It's Still Rock and Roll to Me""",2,1NJtX89HOIDXWxzEsuYsDJ,3.0,0.0231,0.634,0.545,0.0699,0.039,0.72,135.987,0.783,-12.674
John Cougar,"""Jack and Diane""",4,,,,,,,,,,,
Huey Lewis and the News,"""Jacob's Ladder""",1,5bpcBfVyvKfBHP0aBoaZwe,0.0,0.0152,0.699,0.565,0.0521,0.0316,0.441,120.337,0.0695,-9.276
Rick Springfield,"""Jessie's Girl""",2,4mn0J6s826KPoPjD3ij2Ga,21.0,0.175,0.722,0.636,0.103,0.0473,0.823,131.659,0,-12.256
Van Halen,"""Jump""",5,0ni5H9Y64HEZGgi3wvIWMi,29.0,0.000473,0.268,0.917,0.965,0.0894,0.351,131.102,0.196,-5.251
Culture Club,"""Karma Chameleon""",3,4cHr1F9NSwimgZIq2P9UVR,20.0,0.22,0.668,0.714,0.135,0.0372,0.908,92.056,0,-7.439
REO Speedwagon,"""Keep On Loving You""",1,7gCJc07QYpcPxig7LdMHvH,23.0,0.036,0.316,0.739,0.187,0.0338,0.371,174.903,0,-5.843
Daryl Hall and John Oates,"""Kiss on My List""",3,7qLxKtj8QxgQsMs50NvMlF,23.0,0.383,0.807,0.748,0.0697,0.0302,0.961,121.394,0.043,-8.657
Prince and the Revolution,"""Kiss""",2,,,,,,,,,,,
The Beach Boys,"""Kokomo""",1,5yRVc8wFPO2lUSuLxWX8wL,6.0,0.479,0.664,0.404,0.167,0.0291,0.792,113.291,0,-11.099
Mr. Mister,"""Kyrie""",2,25VMvXwyKfaks7es6r5OHm,0.0,0.456,0.5,0.481,0.0699,0.0314,0.45,89.889,0.0627,-12.932
Los Lobos,"""La Bamba""",3,3fEOpurmWKHHPpTEd5OuHO,35.0,0.634,0.539,0.36,0.11,0.0271,0.729,113.376,0,-12.082
Kenny Rogers,"""Lady""",6,5lllSpYR5kRirQk8g2rIwa,5.0,0.747,0.488,0.232,0.115,0.0291,0.249,140.173,7.2e-06,-12.486
Club Nouveau,"""Lean on Me""",2,0Crddmfic89C0wcpzj53Fi,5.0,0.00593,0.733,0.778,0.113,0.122,0.49,177.862,0,-7.426
David Bowie,"""Let's Dance""",1,2tgw0vmJDgckHwW2PdYTGo,34.0,0.00566,0.649,0.656,0.0939,0.0473,0.764,114.698,0.00517,-9.317
Prince andÂ The Revolution,"""Let's Go Crazy""",2,,,,,,,,,,,
Deniece Williams,"""Let's Hear It for the Boy""",2,2jVReDvFUavrhbiaXWdetA,16.0,0.0641,0.786,0.482,0.0324,0.0569,0.722,122.596,0.000373,-8.83
Madonna,"""Like a Prayer""",3,2hBpCrn0VsVRhhcQXP5vKW,26.0,0.264,0.624,0.842,0.181,0.0376,0.257,111.037,2.11e-05,-5.285
Madonna,"""Like a Virgin""",6,17WvhmXF06yquUwZjtjHsc,35.0,0.0244,0.84,0.459,0.125,0.0539,0.971,119.44,0.00286,-13.64
Roxette,"""Listen to Your Heart""",1,222xBR1Ky9VXkwgkeoJCfG,5.0,0.559,0.721,0.314,0.265,0.929,0.62,91.533,0,-18.02
Madonna,"""Live to Tell""",1,4BkrvL2AqBDgwoGW65AGwx,0.0,0.928,0.545,0.0936,0.0764,0.0337,0.121,100.039,0.916,-25.569
Bon Jovi,"""Livin' on a Prayer""",4,5A7HA584mouiHJUlvMiayn,18.0,0.0687,0.534,0.865,0.177,0.0328,0.812,122.497,9.78e-05,-4.789
Chicago,"""Look Away""?Â (1989)",2,,,,,,,,,,,
Lisa Lisa and Cult Jam,"""Lost in Emotion""",1,79Mwg82ERC94JFeCezWf0L,3.0,0.0372,0.765,0.859,0.15,0.0337,0.92,119.805,0.000301,-3.943
Debbie Gibson,"""Lost in Your Eyes""",3,0E3shibARzkOIWnoGoUhvO,22.0,0.405,0.783,0.747,0.0568,0.0478,0.83,120.551,0,-10.681
Def Leppard,"""Love Bites""",1,1Atm7UBMzemm4LnF7sExUw,1.0,0.426,0.575,0.443,0.0776,0.35,0.963,248.876,0.939,-9.848
Olivia Newton-John,"""Magic""",4,0GeHK2x4XDgti81g6F9xDr,0.0,0.615,0.762,0.37,0.0983,0.0293,0.719,106.619,0.108,-15.915
Michael Jackson,"""Man in the Mirror""",2,6OeLEayO7qu7QGUm141w9B,23.0,0.753,0.64,0.341,0.101,0.0422,0.43,103.633,0.889,-15.986
Daryl Hall and John Oates,"""Maneater""",4,0hPkD3pMtK57mmDy0sbi2O,29.0,0.108,0.309,0.916,0.947,0.316,0.421,78.44,0.000236,-5.116
Michael Sembello,"""Maniac""",2,1NAPmS2JGkujct2pc28GKh,22.0,0.00482,0.637,0.73,0.0251,0.034,0.829,157.202,0.000449,-7.368
Stars on 45,"""Medley: Intro Venus / Sugar Sugar / No Reply / I'll Be Back / Drive My Car /Do You Want to Know a Secret / We Can Work It Out / I Should Have Known Better / Nowhere Man / You're Going to Lose That Girl / Stars on 45""",1,,,,,,,,,,,
Jan Hammer,"""Miami ViceÂ Theme""",1,5KSTGcZpxoEbFIcUqbMQ4b,1.0,0.152,0.575,0.446,0.0707,0.028,0.187,92.99,0.868,-11.13
Toni Basil,"""Mickey""",1,,,,,,,,,,,
Janet Jackson,"""Miss You Much""",4,7FmWqI4hiGmHqMIh0Tgyte,0.0,0.0567,0.723,0.61,0.182,0.0369,0.96,120.145,0,-11.399
John Waite,"""Missing You""",1,6aHc5jqQ3NEuzJSHK0NJDk,20.0,0.594,0.592,0.417,0.223,0.0256,0.221,96.918,0,-8.643
Dire Straits,"""Money for Nothing""",3,7qUKUf0gbGIESgwLHlh5FH,3.0,0.0391,0.672,0.755,0.295,0.0479,0.88,134.204,0,-8.451
George Michael,"""Monkey""",2,,,,,,,,,,,
Billy Idol,"""Mony Mony""",1,4ZjVCemDcwY46xW5qtvTVQ,19.0,0.0434,0.619,0.91,0.93,0.0453,0.826,139.843,0.000634,-5.175
Sheena Easton,"""Morning Train (Nine to Five)""",2,5aF0S92yfUkM202ZGi2GFy,0.0,0.0468,0.814,0.544,0.115,0.0336,0.829,120.915,0.000166,-6.605
Bobby Brown,"""My Prerogative""",1,36zZOSm1wcPc456OiHi9tf,18.0,0.0741,0.684,0.776,0.26,0.0788,0.713,110.37,0,-6.374
INXS,"""Need You Tonight""",1,5200wPZ6yOu1pD0ABUbrLV,25.0,0.000293,0.274,0.882,0.0914,0.0453,0.176,164.057,0.296,-5.617
Rick Astley,"""Never Gonna Give You Up""",2,06hxM9xim1eZ37uQQTr8zV,11.0,0.0017,0.383,0.961,0.0808,0.0816,0.0716,120.004,0.877,-10.046
Starship,"""Nothing's Gonna Stop Us Now""",2,6TOPAanHRQRP0CsvKIFlmn,20.0,0.0295,0.657,0.613,0.052,0.0215,0.674,96.15,0,-10.075
Ready for the World,"""Oh Sheila""",1,2AeHFfdBYgfAIbEbTL6kuR,14.0,0.032,0.743,0.811,0.124,0.0832,0.762,129.725,7.11e-05,-7.694
Patti LaBelleÂ andÂ Michael McDonald,"""On My Own""",3,,,,,,,,,,,
Phil Collins,"""One More Night""",2,55pcR7qUM1RdDXHVBkFF6R,8.0,0.941,0.761,0.14,0.0924,0.0424,0.244,123.96,0.217,-15.264
George Michael,"""One More Try""",3,6hhjiWbJ8upGgBGqYDGecC,0.0,0.037,0.157,0.368,0.0878,0.0316,0.0635,150.496,0.878,-12.129
Madonna,"""Open Your Heart""",1,6vqhvUnSWJITsIogRmqKRX,4.0,0.993,0.381,0.0381,0.179,0.0407,0.232,133.153,0.902,-22.178
Daryl Hall and John Oates,"""Out of Touch""",2,3KTQxkujcFQp40Cg9YfzMz,21.0,0.0279,0.802,0.701,0.0737,0.0364,0.894,114.824,6.85e-05,-8.146
Yes,"""Owner of a Lonely Heart""",2,5HF66avPex9uiBKDU5UfpC,14.0,0.175,0.744,0.798,0.26,0.0364,0.89,125.061,0.00367,-5.981
Madonna,"""Papa Don't Preach""",2,2N8vELrCSlMKLdZ52h9vGX,0.0,0.611,0.666,0.519,0.0946,0.0276,0.403,125.814,1.75e-05,-6.579
Stevie Wonder,"""Part-Time Lover""",1,6C2LmYfEbO8JRyUmNySfOu,5.0,0.0558,0.693,0.663,0.148,0.0695,0.9,174.707,0.00202,-8.878
Olivia Newton-John,"""Physical""?Â (1982)",10,,,,,,,,,,,
KC and the Sunshine Band,"""Please Don't Go""",1,0ZIJZ2ym3DAt7zcZ4C2x3H,5.0,0.00888,0.482,0.615,0.0431,0.0398,0.437,96.307,1.78e-06,-11.093
Daryl Hall and John Oates,"""Private Eyes""",2,6p0xJTJjGzITE8Sse5ZHkS,33.0,0.326,0.756,0.715,0.133,0.0309,0.922,132.18,1.37e-05,-7.84
Blondie,"""Rapture""",2,7BlqCxD3bhNPjB5MnUQstS,11.0,0.0575,0.745,0.795,0.157,0.069,0.501,118.898,0.00143,-9.834
UB40,"""Red Red Wine""",1,46PMWWtWuhO4XR1dpLFfbQ,32.0,0.156,0.441,0.65,0.973,0.0463,0.765,175.584,1.35e-05,-9.276
Richard Marx,"""Right Here Waiting""",3,5pbAmT4OsojZ1vHoTENvYv,2.0,0.963,0.386,0.158,0.202,0.03,0.145,90.776,0.943,-17.802
Falco,"""Rock Me Amadeus""",3,25bpNQ8AV2BMvWEIpjEOWo,32.0,0.144,0.631,0.902,0.271,0.182,0.846,177.792,0.00699,-6.182
Michael Damian,"""Rock On""",1,5X7dQGE7C1nyxgd3OCMh8m,0.0,0.448,0.497,0.552,0.12,0.028,0.406,107.423,0,-5.45
Michael Jackson,"""Rock with You""",4,0qmDr6yDjSZVaEgwkwRLhP,9.0,0.787,0.636,0.174,0.0998,0.0407,0.137,83.988,0.00935,-19.285
Steve Winwood,"""Roll with It""",4,4RI2Qb1DQsH1h46KUsnuGN,21.0,0.415,0.577,0.284,0.0722,0.0303,0.18,88.007,0.00302,-17.361
Christopher Cross,"""Sailing""",1,7ExJWrIWdVC0upgchBE69m,4.0,0.406,0.444,0.453,0.381,0.0341,0.204,150.078,0.00015,-11.711
Starship,"""Sara""",1,68f2mHF26B6GJdQFkI6Sll,6.0,0.0726,0.538,0.722,0.0858,0.0403,0.265,103.015,2.98e-06,-7.951
Richard Marx,"""Satisfied""",1,6HuW1lo5EgWL6KchE6iUgl,0.0,0.0428,0.532,0.849,0.24,0.0323,0.693,108.884,0.339,-6.861
Whitney Houston,"""Saving All My Love for You""",1,245SAaAJCnAyVLqyl6W2c6,2.0,0.972,0.418,0.219,0.255,0.0315,0.296,105.923,0.282,-10.0
Lionel Richie,"""Say You, Say Me""",4,1kDhzU6HB29rXNmIL87hxf,15.0,0.486,0.727,0.149,0.59,0.924,0.576,115.888,0,-20.739
Paul McCartneyÂ and Michael Jackson,"""Say, Say, Say""",6,,,,,,,,,,,
