Title,Artist,Peak_Position,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness
Lady,Jack Jones,39,0bLbOo0bb0wFZXpaiWXtUk,0.0,0.00124,0.397,0.51,0.11,0.0376,0.0503,184.024,0.698,-13.352
Lalena,Donovan,33,6U59UZxWRqSpHpFrXuxzGl,1.0,0.8029999999999999,0.361,0.45,0.121,0.0276,0.151,119.226,0.504,-7.657
Land Of 1000 Dances,Cannibal And The Headhunters,30,043xX9TgABlPk34b1QC2s5,0.0,0.6579999999999999,0.672,0.695,0.138,0.0501,0.976,133.184,0.0,-7.617000000000001
Land Of 1000 Dances,Wilson Pickett,6,5hR1jw3O0hbqVTFeoEGI7i,18.0,0.122,0.621,0.805,0.324,0.0621,0.816,87.311,4.24e-05,-7.567
"Lara's Theme from ""Dr. Zhivago""",Roger Williams,65,58jHI3clS4aHghJlt11lF1,1.0,0.845,0.266,0.244,0.18,0.03,0.22899999999999998,81.928,0.384,-15.347000000000001
Last Chance To Turn Around,Gene Pitney,13,09h1Jg6LcrRIoBImRUXEUQ,3.0,0.332,0.414,0.536,0.474,0.0412,0.45299999999999996,135.34799999999998,0.0,-14.186
Last Kiss,J. Frank Wilson and The Cavaliers,2,4qliZqQRWcMjblJJgF3Sva,0.0,0.008709999999999999,0.7140000000000001,0.518,0.16,0.04,0.941,137.961,0.8909999999999999,-12.765
Last Minute Miracle,The Shirelles,99,3lUvKZEezbGQy0WA1gA0Xm,0.0,0.248,0.555,0.732,0.183,0.0911,0.581,141.512,0.000196,-9.811
Laugh At Me,Sonny,10,1A5zsZHC4aZSB8vBiopwBt,5.0,0.239,0.524,0.772,0.615,0.0332,0.7290000000000001,108.098,0.0,-8.382
"Laugh, Laugh",The Beau Brummels,15,4pXF7dBNnlKbUK4nNN1L1t,4.0,0.23199999999999998,0.523,0.784,0.0604,0.0333,0.8270000000000001,128.678,0.0,-7.946000000000001
Laughing,The Guess Who,10,4exsMtblP3yXq72EWVdJ6S,12.0,0.255,0.321,0.622,0.44799999999999995,0.044000000000000004,0.539,86.76700000000001,0.0,-9.515
Laurie (Strange Things Happen),Dickey Lee,14,0s3dVIEcxtNNWkkAN2pXc3,0.0,0.32,0.599,0.306,0.102,0.0285,0.39399999999999996,115.984,7.499999999999999e-06,-14.325
Lay Lady Lay,Bob Dylan,7,3KCicl4VgOlf903yNBYU6L,8.0,0.423,0.396,0.345,0.308,0.0295,0.436,133.56,0.634,-15.412
Lay Some Happiness On Me,Dean Martin,55,3PcTCFDtLnMYzG0Sl5jcR7,13.0,0.8079999999999999,0.639,0.64,0.24100000000000002,0.0363,0.655,76.90100000000001,0.0,-8.49
Lazy Day,Spanky And Our Gang,14,5pOFUhVeFNN4S1tQBBBUpR,1.0,0.777,0.613,0.504,0.23199999999999998,0.0348,0.457,75.02199999999999,0.0,-10.142999999999999
Leader Of The Laundromat,The Detergents,19,1bjdOQOSYeLLdT5kZKqYYi,1.0,0.652,0.45899999999999996,0.624,0.10400000000000001,0.29600000000000004,0.517,132.39,9.73e-06,-9.13
Leaning On The Lamp Post,Herman's Hermits,9,1rU2wj5fdwnBiLwFNixPG2,0.0,0.502,0.579,0.626,0.8490000000000001,0.0377,0.953,133.994,0.0,-14.445
Lemon Tree,Trini Lopez,20,189hoN9RVqOJW85XN1WNWb,0.0,0.754,0.674,0.677,0.10099999999999999,0.0372,0.968,82.75200000000001,0.0,-11.329
Leopard-Skin Pill-Box Hat,Bob Dylan,81,6DrNzXQhCiXnvjJGy6Twtr,0.0,0.247,0.8590000000000001,0.447,0.133,0.0454,0.961,96.495,0.9470000000000001,-12.287
Les Bicyclettes De Belsize,Engelbert Humperdinck,31,57FiX3IQPK3Bb5nTLtUT8G,5.0,0.156,0.381,0.428,0.40299999999999997,0.0406,0.597,116.76100000000001,8.45e-06,-17.408
Let A Man Come In And Do The Popcorn (Part One),James Brown,21,0vISKqp01uSb6SnrPg0dJb,6.0,0.153,0.794,0.653,0.24100000000000002,0.195,0.708,101.042,0.0167,-3.424
Let A Man Come In And Do The Popcorn (Part Two),James Brown,40,1N3aXW5tucb7MzUPE6RsVr,4.0,0.141,0.616,0.6579999999999999,0.11800000000000001,0.248,0.703,104.167,0.00126,-6.075
Let A Woman Be A Woman - Let A Man Be A Man,Dyke And The Blazers,36,17Y2K7uNxMkaTDBtf1Tcv3,56.0,0.00784,0.83,0.565,0.0873,0.0507,0.873,112.163,0.0042899999999999995,-11.013
Let It Be Me,Glen Campbell & Bobbie Gentry,36,4aMraD2WOs7wEoOZTSHKSn,0.0,0.78,0.38,0.254,0.326,0.034,0.27699999999999997,161.86,0.748,-14.417
Let It Be Me,The Sweet Inspirations,94,2XlsHmpYZH3X3CMOPz07lu,1.0,0.213,0.34299999999999997,0.295,0.0969,0.0257,0.41200000000000003,74.947,7.979999999999999e-05,-9.692
Let It Out (Let It All Hang Out),The Hombres,12,2ZuLHTkCa896tJQsDyNuZB,0.0,2.36e-06,0.48100000000000004,0.846,0.0682,0.039,0.5870000000000001,119.175,0.669,-12.485
Let Love Come Between Us,James & Bobby Purify,23,1UVioxQrzPKOrvfczQqA16,6.0,0.665,0.659,0.48700000000000004,0.24,0.0287,0.863,137.012,0.0,-9.062000000000001
Let Me Back In,Tyrone Davis,58,1uPKNQ887S04ATrn34iXn0,7.0,0.193,0.43799999999999994,0.7090000000000001,0.0714,0.16399999999999998,0.693,99.24,0.0,-6.11
Let Me Be Good To You,Carla Thomas,62,7xmTpmMfxlUnDAMcyBVIzh,3.0,0.43799999999999994,0.738,0.14400000000000002,0.066,0.0513,0.628,107.126,0.000206,-19.669
Let Me Be Lonely,Dionne Warwick,71,0msuASixRa8E8AZmkYcTcX,2.0,0.807,0.475,0.26899999999999996,0.633,0.0491,0.32299999999999995,92.01799999999999,1.26e-05,-12.28
Let Me Be The Man My Daddy Was,The Chi-lites,94,6pd2i9cwn1FiYkHS0ofZar,5.0,0.642,0.46299999999999997,0.493,0.43200000000000005,0.0238,0.644,88.26299999999999,0.000134,-8.376
Let Me Be,The Turtles,29,1gO4Rn6vG41spcl2J91WFD,5.0,0.0176,0.49200000000000005,0.583,0.175,0.0323,0.711,129.041,1.7199999999999998e-05,-10.619000000000002
Let Me Go To Him,Dionne Warwick,32,11s0lfVOSOJsci1gY7FVXD,2.0,0.8029999999999999,0.544,0.311,0.14800000000000002,0.0266,0.318,99.875,0.0,-11.033
"Let Me Tell You, Babe",Nat King Cole,90,77nSOTGJoNEfRMtfRMybI6,9.0,0.41200000000000003,0.705,0.469,0.0891,0.0333,0.812,120.085,0.0,-11.520999999999999
Let The Good Times Roll & Feel So Good,Bunny Sigler,22,6cTtS0ZNSxirXFVa0peC2D,0.0,0.575,0.596,0.496,0.53,0.0743,0.5529999999999999,85.324,0.0,-10.694
Let The Good Times Roll,Roy Orbison,81,5cFAjzsZ1g6gj6IlkEgGgB,9.0,0.525,0.5820000000000001,0.6659999999999999,0.5820000000000001,0.0388,0.873,133.41299999999998,8.88e-06,-9.375
Let The Heartaches Begin,Long John Baldry,88,6RKm2Rglz9dP2HVe5beNLw,2.0,0.00398,0.529,0.609,0.349,0.0318,0.7959999999999999,136.765,2.01e-06,-8.978
Let The Music Take Your Mind,Kool & The Gang,78,10idcmIZmHAeOaIsIOYHoq,5.0,0.0881,0.526,0.8270000000000001,0.379,0.067,0.578,121.824,0.586,-7.64
Let This Be A Letter (To My Baby),Jackie Wilson,91,2t8RBRBA4Zp6aKwLk6ZT7Y,4.0,0.485,0.316,0.586,0.344,0.0449,0.6809999999999999,137.776,9.470000000000001e-05,-8.632
Let Your Love Go,Bread,29,7hLkqQjywLavP1GOoOqi6k,0.0,0.0362,0.7040000000000001,0.644,0.12300000000000001,0.0282,0.7240000000000001,120.91,0.46399999999999997,-9.628
Let Yourself Go,James Brown And The Famous Flames,46,5Fw86IXdNhRyDaY45PzeRx,0.0,0.19399999999999998,0.711,0.408,0.0472,0.0467,0.68,124.413,0.0106,-14.985999999999999
Let Yourself Go,The Friends Of Distinction,63,354oJ0prNvlmvopjdUI1mE,8.0,0.14300000000000002,0.504,0.7020000000000001,0.285,0.0547,0.45899999999999996,91.227,0.0,-8.783999999999999
Let's Do The Freddie,Chubby Checker,40,3t3vn7zhUuWaO16CYEb45B,0.0,0.0749,0.7859999999999999,0.728,0.0237,0.0703,0.723,151.29399999999998,0.0,-9.626
Let's Fall In Love,Peaches & Herb,21,103pxQBd12Ljdgxh6gOX2h,3.0,0.17800000000000002,0.34700000000000003,0.425,0.245,0.0277,0.348,65.023,1.3e-06,-6.6979999999999995
Let's Get Together,We Five,31,2nqCncFzp4UKMLMxWCI1JL,3.0,0.12,0.486,0.424,0.135,0.0478,0.35600000000000004,122.902,0.0,-10.356
Let's Give Adam And Eve Another Chance,Gary Puckett And The Union Gap,41,1dPP3y36nDFPvlRnh71lbz,7.0,0.745,0.4,0.607,0.504,0.0359,0.434,94.51100000000001,0.0,-10.206
Let's Go Get Stoned,Ray Charles,31,3MOcbLfhfHSk8kBKcsuhj5,0.0,0.303,0.6,0.297,0.0728,0.033,0.263,186.731,0.0253,-14.802
Let's Go Steady Again,Sam Cooke,97,4bt8Zc69o53zt3eqcMmchu,9.0,0.8290000000000001,0.45,0.28,0.182,0.0353,0.5479999999999999,86.186,0.0,-11.960999999999999
Let's Live For Today,The Grass Roots,8,1gogy4xbn6bxJnnzGcIu0A,6.0,0.11199999999999999,0.5329999999999999,0.5870000000000001,0.0481,0.0294,0.435,116.307,0.0,-7.675
Let's Lock The Door (And Throw Away The Key),Jay & The Americans,11,7pEzALfLXB8ioTaf7EyHiz,0.0,0.0836,0.727,0.652,0.0376,0.03,0.951,132.06799999999998,0.0,-7.39
Let's Make A Promise,Peaches & Herb,75,7abjkQDLaCsDu19I4hQYSh,6.0,0.579,0.425,0.48,0.184,0.0441,0.6990000000000001,132.859,1.3e-06,-13.094000000000001
Let's Move & Groove (Together),Johnny Nash,88,5MUiv4ZR5upZ05GNCLLFBy,14.0,0.0384,0.529,0.426,0.11699999999999999,0.0428,0.285,87.038,0.0,-10.929
Let's Spend The Night Together,The Rolling Stones,55,2z66PnYgqv6NuwU9KFGIXg,12.0,0.867,0.675,0.14400000000000002,0.0766,0.0339,0.11199999999999999,112.12799999999999,0.0102,-15.293
Let's Start All Over Again,Ronnie Dove,20,6wdLXY1zw3sDATddLZj95B,0.0,0.794,0.376,0.287,0.374,0.0397,0.226,112.51100000000001,0.000344,-14.45
Let's Work Together,Canned Heat,26,3IeaRORkmSbZ6V8cXI5vjL,4.0,0.111,0.452,0.792,0.9640000000000001,0.0576,0.804,122.479,0.0605,-10.865
"Liar, Liar",The Castaways,12,4Bt5I1AsMw6qppqCJFZRmP,0.0,0.000309,0.6459999999999999,0.62,0.284,0.0332,0.5770000000000001,145.881,0.271,-10.029
Lies,The Knickerbockers,20,6ttTTBBOMX5Fv7Qo3k1Qmp,0.0,0.158,0.502,0.8240000000000001,0.349,0.0331,0.757,146.015,0.9209999999999999,-8.581
Life,Sly & The Family Stone,93,6XgjBI1f9mlTruc1O1M80K,13.0,0.214,0.746,0.614,0.161,0.0834,0.81,119.32,3.73e-05,-10.453
Light My Fire,Jose Feliciano,3,1hkkDnMHL52bbUfoPPrNqf,17.0,0.45,0.544,0.624,0.38299999999999995,0.046,0.723,108.96600000000001,4.04e-05,-10.687999999999999
Lightning's Girl,Nancy Sinatra,24,5qchXwyilJFHZDmFxj4RUW,0.0,0.0153,0.275,0.551,0.127,0.0399,0.31,88.67399999999999,0.818,-7.119
Like A Baby,Len Barry,27,6qcCFsSPdWHd5mvbuN4rUb,0.0,0.462,0.67,0.743,0.055,0.0437,0.858,124.84100000000001,0.00025,-11.775
Like A Rolling Stone,Bob Dylan,2,2zsEvCDvYJF2Jl0CoaXw2L,34.0,0.536,0.35700000000000004,0.828,0.315,0.0565,0.636,168.808,0.0268,-9.822000000000001
Like An Old Time Movie,Scott McKenzie,24,6Pqji4iKTll0YO2HnQQaXL,13.0,0.7440000000000001,0.309,0.255,0.309,0.0257,0.39799999999999996,96.074,1.88e-05,-16.942
Like To Get To Know You,Spanky And Our Gang,17,32CVOV32NMKSx9KFjNGhx2,7.0,0.866,0.413,0.28300000000000003,0.607,0.031,0.324,73.532,0.000395,-10.595
Lil' Red Riding Hood,Sam The Sham and the Pharaohs,2,0uHEXktUj7GwR0UA50D3Ge,0.0,0.0851,0.7979999999999999,0.353,0.0999,0.0488,0.35200000000000004,124.008,0.00627,-13.58
Lip Sync (To The Tongue Twisters),Len Barry,84,4xHYBnnsBzjh59JRQHxyML,0.0,0.251,0.675,0.89,0.0925,0.0672,0.96,140.138,0.0,-6.8629999999999995
Listen Here,Eddie Harris,45,3Sd2cYy2NekdlyY9tG91JQ,3.0,0.648,0.687,0.7290000000000001,0.7290000000000001,0.03,0.8420000000000001,137.687,0.0361,-10.806
Listen People,Herman's Hermits,3,1zpt4HTRwwxkMoNti0PTiF,1.0,0.449,0.461,0.33399999999999996,0.23800000000000002,0.0331,0.415,107.65,0.0,-9.976
Listen To The Band,The Monkees,63,0zkaSxCuryvPfVmnbpwuzw,0.0,0.11800000000000001,0.528,0.276,0.11900000000000001,0.0385,0.61,140.111,6.65e-06,-18.961
Little Arrows,Leapy Lee,16,7wM2DAeBXiDoVfgV16nN26,2.0,0.214,0.8390000000000001,0.555,0.065,0.0466,0.9279999999999999,105.369,0.0,-14.234000000000002
Little Bell,The Dixie Cups,51,4D1IQ6H104u2XEpqQPEg1V,5.0,0.797,0.695,0.408,0.48200000000000004,0.0296,0.8079999999999999,104.66799999999999,0.0,-7.626
Little Bit O' Soul,The Music Explosion,2,37AEDHc2F5KURxudtTLpsz,3.0,0.0524,0.631,0.45299999999999996,0.264,0.0311,0.8059999999999999,121.666,0.0178,-11.199000000000002
"Little Darling, I Need You",Marvin Gaye,47,6C3SImqM1dQVSP3nJIRtgW,4.0,0.301,0.61,0.784,0.0628,0.0336,0.929,129.90200000000002,0.0,-4.61
Little Girl,Syndicate Of Sound,8,0WqPBpikdLV0joc89sxjZD,2.0,0.54,0.741,0.74,0.126,0.0354,0.8740000000000001,81.571,6.43e-05,-10.639000000000001
Little Green Apples,O.C. Smith,2,3OV24ZxR6gHf3jRf6fCmFn,0.0,0.0194,0.519,0.6920000000000001,0.0895,0.0295,0.607,78.982,0.8759999999999999,-5.627999999999999
Little Green Apples,Patti Page,96,79djM1TIlW4IZgBsHe7bCc,6.0,0.8170000000000001,0.425,0.35600000000000004,0.374,0.0282,0.5660000000000001,97.68299999999999,0.000254,-11.147
Little Green Apples,Roger Miller,39,4qxqA5W1zKut8iJcpgXWcE,0.0,0.902,0.6679999999999999,0.0977,0.0769,0.0414,0.7120000000000001,97.485,0.441,-21.6
Little Green Bag,George Baker Selection,21,2qbIPtUnhyQjdzNx61RMky,0.0,0.00627,0.731,0.767,0.1,0.0333,0.887,103.48100000000001,0.919,-9.736
Little Honda,The Beach Boys,65,0v0EuoPH5BCHpLyFkYQ48I,14.0,0.154,0.431,0.508,0.165,0.0312,0.7879999999999999,150.389,0.0,-11.546
Little Honda,The Hondells,9,149uvQ6KArIkjAICi3qqm0,0.0,0.0382,0.46,0.598,0.259,0.0569,0.893,79.813,4.01e-06,-12.126
Little Lonely One,Tom Jones,42,4EGwrKtDGOIUjQOu3hGkHT,5.0,0.545,0.371,0.83,0.10400000000000001,0.0702,0.767,151.605,0.0,-6.692
Little Man,Sonny & Cher,21,6On5X9ngrrRZtIbcfXWi73,0.0,0.10400000000000001,0.5710000000000001,0.88,0.111,0.0413,0.516,123.012,5.68e-06,-5.023
Little Marie,Chuck Berry,54,2Lqf4mxhL9vM3V63SBMBSX,1.0,0.6459999999999999,0.5,0.5589999999999999,0.267,0.054000000000000006,0.722,172.52599999999998,0.0,-14.165
Little Miss Sunshine,Tommy Roe,99,62XxFLGYaamgn1Y5P6MJJF,2.0,0.718,0.59,0.746,0.6759999999999999,0.0483,0.898,156.78799999999998,7.340000000000001e-05,-5.228
"Little Ole Wine Drinker, Me",Dean Martin,38,0jMeq0b2uXjvNlaIjHLDgK,0.0,0.0122,0.631,0.36200000000000004,0.138,0.0309,0.589,122.839,0.743,-11.87
Little Things,Bobby Goldsboro,13,0uUb0CjKLwasLplMrReleI,0.0,0.271,0.7490000000000001,0.638,0.382,0.0417,0.8590000000000001,133.028,0.836,-8.667
Little Woman,Bobby Sherman,3,62RTjkIOT9c1VWvKcGxAHo,0.0,0.0793,0.515,0.58,0.465,0.0259,0.8590000000000001,94.96,0.21600000000000003,-10.024
Live For Life,Jack Jones,99,4fvQp3R9NGjkQiPXbLkAN1,27.0,0.5,0.495,0.445,0.35,0.0356,0.519,120.025,0.0,-12.15
Live,The Merry-Go-Round,63,0QZ2Fdaa073N7GRgMuucZ9,3.0,0.271,0.68,0.7190000000000001,0.0555,0.0275,0.818,129.113,0.125,-7.015
Livin' Above Your Head,Jay & The Americans,76,1VvQY1Y2gH2hO6TpNzO5oo,0.0,0.54,0.5760000000000001,0.695,0.7809999999999999,0.0361,0.524,116.344,0.0176,-9.419
Living For You,Sonny & Cher,87,2nWvOAHw9LCD7AWyd0Aysn,4.0,0.606,0.43799999999999994,0.591,0.0787,0.0421,0.657,128.541,0.0,-8.907
Living In The U.s.a.,The Steve Miller Band,94,7h4CH4xHn35YjfdV72ZY7t,0.0,0.0715,0.611,0.7190000000000001,0.0808,0.03,0.833,170.015,0.897,-9.253
Living Loving Maid (She's Just A Woman),Led Zeppelin,65,4qKE05w5hqcAMNsdYrJTjW,0.0,0.001,0.503,0.943,0.0602,0.0582,0.851,152.844,0.00346,-1.635
Lodi,Creedence Clearwater Revival,52,0baE3KSypfBX8rp0Ta58WE,0.0,0.0538,0.672,0.757,0.146,0.038,0.675,125.962,0.897,-10.087
Lonely Again,Eddy Arnold,87,7Cct0ECreV7gapcweOx2RR,0.0,0.833,0.318,0.272,0.39399999999999996,0.0305,0.285,80.15899999999999,0.000121,-12.635
Lonely Days,Bee Gees,3,2QxRlb11wtQJ8ankiCaZmt,17.0,0.855,0.43799999999999994,0.386,0.941,0.079,0.33899999999999997,126.637,0.00439,-13.847000000000001
Long And Lonesome Road,The Shocking Blue,75,4nFh1DspNppdGjUaSOq4zj,25.0,0.000543,0.303,0.9179999999999999,0.125,0.0764,0.46299999999999997,120.375,0.221,-3.887
Long Green,The Fireballs,73,0KTJFaNyNFyd2JoGu63GdU,0.0,0.0404,0.5920000000000001,0.8140000000000001,0.0598,0.0467,0.8,120.935,0.00025699999999999996,-5.9479999999999995
Long Line Rider,Bobby Darin,79,6OU7pt11iGYyv9etnaToyH,7.0,0.21899999999999997,0.7609999999999999,0.637,0.107,0.040999999999999995,0.797,122.161,0.0105,-8.787
Long Live Love,Sandie Shaw,97,6M7NBXCr49oRV65ySZZI4O,0.0,0.11900000000000001,0.741,0.65,0.19,0.044000000000000004,0.8740000000000001,75.99600000000001,0.131,-8.822000000000001
Long Live Our Love,The Shangri-Las,33,0lCVMUmauv4ca0HOi5WnG6,0.0,0.536,0.585,0.688,0.139,0.0509,0.491,122.454,0.0,-4.205
Long Lonely Nights,Bobby Vinton,17,0mOwwzqfXTEgrcrrLKjLE9,5.0,0.866,0.33399999999999996,0.203,0.0869,0.0324,0.32799999999999996,117.456,0.0,-14.115
Long Lonely Nights,The Dells,74,2zhJskQcL5SvNfFWUMkVvt,1.0,0.14800000000000002,0.414,0.395,0.682,0.0297,0.601,107.691,8.33e-06,-10.328
Long Lonesome Highway,Michael Parks,20,0INER4bD9Tj6sdUDRSwout,1.0,0.838,0.63,0.486,0.11,0.0362,0.371,103.249,0.002,-11.251
Long Long Time,Linda Ronstadt,25,2SB8kSs0ukoQnUTw8MJDzw,0.0,0.42,0.302,0.182,0.24600000000000002,0.0345,0.253,179.84,0.9,-18.516
"Look At Granny Run, Run",Howard Tate,67,4Z9TlEAdLnukKmuaEZfqrX,0.0,0.0969,0.7020000000000001,0.608,0.948,0.0386,0.746,105.811,0.000132,-10.804
Look At Mine,Petula Clark,89,5YJ0ZY6FUTJacEExjGwQiq,2.0,0.606,0.456,0.754,0.3,0.107,0.813,165.24400000000003,3.5799999999999996e-05,-8.856
Look In My Eyes,The Three Degrees,97,4gjUJOXFg70Uuq12EAC53R,8.0,0.355,0.32,0.537,0.15,0.0297,0.885,192.918,7.07e-06,-9.907
Look Of Love,Lesley Gore,27,4cQUrjz8iFms0M8mdn9Jvw,5.0,0.743,0.377,0.7559999999999999,0.359,0.0611,0.446,66.539,0.0,-9.425
Look Over Your Shoulder,The O'Jays,89,4qQTy8kg8nUfc6i2Tade31,1.0,0.21600000000000003,0.46799999999999997,0.6459999999999999,0.125,0.0398,0.6609999999999999,117.74,0.0,-7.546
Look Through Any Window,The Hollies,32,4veCGahHZx6qnSpk5KYsPH,6.0,0.03,0.42100000000000004,0.846,0.27,0.0339,0.833,138.381,0.000164,-4.922
Look Through My Window,The Mamas & The Papas,24,33vzdtv9A9AfegPkss1Te6,8.0,0.0753,0.40299999999999997,0.32799999999999996,0.214,0.0273,0.369,105.836,0.0,-12.261
Look To Your Soul,Johnny Rivers,49,7mRUNLOYJPMzQnwCVNb8er,2.0,0.309,0.375,0.37799999999999995,0.14300000000000002,0.0312,0.395,87.113,9.240000000000001e-05,-11.819
Look What You've Done,Pozo Seco Singers,32,15mNqJkj7JNSzgYuae5pPZ,6.0,0.426,0.424,0.536,0.10800000000000001,0.0268,0.726,96.7,0.753,-10.568
Look-Ka Py Py,The Meters,56,2X0vxaX6tU77UbSu20ONNj,21.0,0.233,0.738,0.479,0.0666,0.0782,0.687,113.311,0.439,-12.812999999999999
Looking For A Fox,Clarence Carter,62,1tcR2Idgnx7fhtFWPY6gQI,2.0,0.583,0.669,0.87,0.0999,0.0893,0.653,121.39200000000001,0.000102,-10.469000000000001
Looking Through The Eyes Of Love,Gene Pitney,28,30wnU0KfM19jF9iyO7h7LF,1.0,0.6679999999999999,0.314,0.336,0.115,0.0309,0.147,71.13,0.0127,-9.335
Looky Looky (Look At Me Girl),The O'Jays,98,7yYXNjewdEDqiDHqcBINV4,6.0,0.831,0.473,0.635,0.612,0.0471,0.725,174.62599999999998,0.0,-7.801
Losing You,Dusty Springfield,91,2iAasqTQPcRoXhoj2pb7iy,0.0,0.0628,0.436,0.498,0.366,0.0267,0.37,164.92700000000002,0.0030800000000000003,-7.2
Lost Someone,James Brown And The Famous Flames,48,21FGi5eOuf1XBa1VQkgwOd,0.0,0.687,0.49200000000000005,0.172,0.0969,0.11,0.45399999999999996,80.36,0.00010700000000000001,-17.311
Lost,Jerry Butler,62,3QK6o0Gecgexx1hx9zA9bq,0.0,0.736,0.5760000000000001,0.278,0.0894,0.0357,0.267,81.986,0.0,-12.866
Louie Louie,The Kingsmen,2,7zc8bCzoZMMJgO4OlLiRIq,0.0,0.126,0.46299999999999997,0.449,0.21100000000000002,0.0661,0.389,124.492,0.374,-11.272
"Louie, Louie",The Sandpipers,30,4xhaSVGrv2UdVAPJpCmjPp,5.0,0.799,0.313,0.317,0.113,0.0291,0.603,176.00400000000002,0.00234,-12.036
Louisiana Man,Pozo Seco Singers,97,3q7IVXmurGghauniMyHVxR,2.0,0.29,0.6679999999999999,0.473,0.0899,0.0354,0.665,94.34,0.0,-12.575999999999999
Love (Can Make You Happy),Mercy,2,26s9bfHKAoedmiZw2IeExa,1.0,0.207,0.436,0.525,0.14400000000000002,0.0632,0.36,99.471,3.91e-05,-13.097000000000001
Love (Makes Me Do Foolish Things),Martha & The Vandellas,70,7iYl4fQNnJ8emoj6BONw7T,0.0,0.775,0.29600000000000004,0.278,0.57,0.0344,0.657,202.701,0.0,-12.561
Love Attack,James Carr,99,61VUi7Rkd1mKyV6wmBWuD7,5.0,0.23,0.493,0.523,0.34700000000000003,0.0271,0.551,68.021,0.0,-7.239
Love Bones,Johnnie Taylor,43,0Z4OiDfUhYdaKc4AFCjtRs,3.0,0.609,0.6990000000000001,0.496,0.0757,0.0318,0.897,103.666,0.000859,-10.765
Love Bug Leave My Heart Alone,Martha & The Vandellas,25,1SZKJATmplXawBykqfOiop,1.0,0.19,0.5870000000000001,0.777,0.0771,0.0302,0.905,98.368,3.35e-05,-3.1180000000000003
Love Explosion,Troy Keyes,92,7IKziXch2FOV1GPXsLom6l,6.0,0.28800000000000003,0.575,0.7240000000000001,0.508,0.0576,0.598,116.0,0.0,-7.999
Love Eyes,Nancy Sinatra,15,28st5OVMNqrgTkIP1IflEi,14.0,0.728,0.28600000000000003,0.527,0.207,0.0418,0.462,179.446,2.2100000000000002e-05,-6.527
Love Grows (Where My Rosemary Goes),Edison Lighthouse,5,0JLQqbgv7XuJirz7e5NNgz,9.0,0.20600000000000002,0.755,0.442,0.10400000000000001,0.0474,0.852,120.413,0.0,-15.390999999999998
Love In The City,The Turtles,91,71h07vqCMoggxJYSCSsNqt,2.0,0.192,0.489,0.5820000000000001,0.0339,0.0292,0.7609999999999999,114.32700000000001,0.000192,-9.908999999999999
Love In Them There Hills,The Vibrations,93,2rjaHAF0MzEpxVVYkh8Bnj,5.0,0.27,0.713,0.731,0.127,0.0376,0.9520000000000001,98.56200000000001,0.0192,-10.253
Love Is A 5-Letter Word,James Phelps,66,0LkmP9Tx6wINTg7HtyTJ5W,0.0,0.395,0.6709999999999999,0.47700000000000004,0.34,0.0618,0.8029999999999999,95.54299999999999,0.0,-9.836
Love Is A Doggone Good Thing,Eddie Floyd,97,3hyOY6Dk51mGJ3gJN5g2Wy,0.0,0.662,0.685,0.6459999999999999,0.0917,0.0343,0.584,97.469,0.0,-5.556
Love Is A Hurtin' Thing,Lou Rawls,13,5JBk4jAOTYMwWBeuQBSbHX,0.0,0.00021099999999999998,0.685,0.436,0.342,0.0308,0.268,92.029,0.815,-14.232000000000001
Love Is All Around,The Troggs,7,0cjPrqEbq7gjJmvXMhUeOg,27.0,0.39299999999999996,0.434,0.336,0.0706,0.0406,0.903,203.125,0.00020899999999999998,-17.116
Love Is All I Have To Give,"The Checkmates, Ltd.",65,5Ci6B77NACqqDz2ahKHbAk,4.0,0.316,0.396,0.82,0.644,0.034,0.631,104.208,0.00123,-6.182
Love Is All We Need,Mel Carter,50,3q6SJnmVUk7xCcmezTG6oj,0.0,0.433,0.462,0.281,0.557,0.05,0.6809999999999999,106.45299999999999,0.0,-18.58
Love Is Blue,Al Martino,57,6a4EdQXeAVfb98Q00SqNDw,0.0,0.0738,0.396,0.382,0.09,0.0266,0.242,75.938,0.0,-10.628
Love Is Just A Four-Letter Word,Joan Baez,86,7eWmKCvgTynF3uQ2u5n4yg,2.0,0.8540000000000001,0.45,0.23399999999999999,0.753,0.0397,0.39899999999999997,93.579,0.000298,-17.733
Love Is Like An Itching In My Heart,The Supremes,9,24QhcOQRJm9alVAn0t2KMD,9.0,0.122,0.8420000000000001,0.731,0.11199999999999999,0.0364,0.708,129.89600000000002,0.0739,-3.9619999999999997
Love Is Strange,Peaches & Herb,13,7abjkQDLaCsDu19I4hQYSh,6.0,0.579,0.425,0.48,0.184,0.0441,0.6990000000000001,132.859,1.3e-06,-13.094000000000001
Love Land,Charles Wright And The Watts 103rd Street Rhythm Band,16,06TzZLFbPtOguLvtwjjlah,0.0,0.39,0.669,0.545,0.299,0.0298,0.8640000000000001,96.331,0.0,-10.31
Love Letters,Elvis Presley,19,37cLjA3bPqpNOoV4aGqTIe,20.0,0.797,0.444,0.341,0.0984,0.0267,0.191,104.053,1.6100000000000002e-05,-12.582
Love Like A Man,Ten Years After,98,0Wqls9YUF28HgEn3iuCZ79,2.0,0.008409999999999999,0.251,0.945,0.992,0.0974,0.48,107.685,0.752,-8.512
