Artist,Song,WeeksAtNumberOne,Song ID,Song Popularity,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence,Tempo,Instrumentalness,Loudness
Wiz Khalifa featuringÂ Charlie Puth,"""See You Again""",12,,,,,,,,,,,
Adele,"""Set Fire to the Rain""",2,1bEYx764KPUsgzGnbpftob,20.0,0.746,0.552,0.498,0.112,0.0354,0.132,116.756,1.88e-06,-2.794
LMFAO,"""Sexy and I Know It""",2,5oT2Qcs2ZmdrLU1H8q2ZSq,0.0,0.0299,0.59,0.967,0.321,0.079,0.209,130.006,0.943,-4.685
Taylor Swift,"""Shake It Off""",4,6mgIN491oegrl8CaSFlC8v,4.0,8.32e-05,0.408,0.781,0.104,0.0572,0.962,160.026,0.812,-4.681
Ed Sheeran,"""Shape of You""",12,03lTWJC8DjEspw3tNQ0rxL,22.0,0.996,0.546,0.0416,0.0921,0.0539,0.189,116.81,0.884,-20.589
GotyeÂ featuringÂ Kimbra,"""Somebody That I Used to Know""",8,,,,,,,,,,,
Adele,"""Someone Like You""",5,4SXGOxJsNIhwINkys0o4IS,14.0,0.976,0.299,0.087,0.0585,0.0367,0.0676,120.638,0.797,-20.598
Justin Bieber,"""Sorry""",3,2ofyE55r1zqwNRl4543fu9,9.0,0.953,0.544,0.162,0.103,0.0437,0.192,100.013,0.93,-19.466
The Weeknd featuringÂ Daft Punk,"""Starboy""",1,,,,,,,,,,,
Kelly Clarkson,"""Stronger (What Doesn't Kill You)""",3,2BqSKeUHLR7o30IEt9OJa4,16.0,0.000774,0.619,0.861,0.0472,0.0358,0.659,126.002,0.000115,-6.125
Katy Perry,"""Teenage Dream""",2,5jx8tCxiO0uIbo2uNia23K,69.0,0.697,0.714,0.434,0.0919,0.0396,0.352,123.942,0,-11.542
Bruno Mars,"""That's What I Like""",1,5bMKeEWTIiTmWz6cFSvCfd,9.0,0.00114,0.8,0.397,0.0276,0.0706,0.697,134.029,0.859,-12.16
The Weeknd,"""The Hills""",6,4KDZgdmNMtj8qJluQgvAuG,0.0,0.0485,0.596,0.939,0.162,0.0413,0.446,113.005,0.935,-5.138
Eminem featuring Rihanna,"""The Monster""",4,,,,,,,,,,,
Childish Gambino,"""This Is America""",2,4NsTcjt0elsqLgFPAgHsam,0.0,0.00733,0.863,0.291,0.0983,0.0911,0.0375,120.004,0.913,-16.615
Macklemore & Ryan LewisÂ featuringÂ Wanz,"""Thrift Shop""",6,,,,,,,,,,,
Kesha,"""Tik Tok""",9,7eFEQfib4oVxCMK98421Ev,17.0,0.00177,0.695,0.832,0.214,0.0293,0.335,121.986,0.00157,-5.074
Pitbull featuring Kesha,"""Timber""",3,,,,,,,,,,,
Mark RonsonÂ featuring Bruno Mars,"""Uptown Funk""",14,,,,,,,,,,,
Taylor Swift,"""We Are Never Ever Getting Back Together""",3,28Oz6DZdQHBUOi49rSN15k,1.0,0.81,0.797,0.0634,0.101,0.406,0.931,171.989,0.241,-19.111
FunÂ featuringÂ Janelle MonÃ¡e,"""We Are Young""",6,,,,,,,,,,,
Rihanna featuringÂ Calvin Harris,"""We Found Love""",10,,,,,,,,,,,
Kesha,"""We R Who We R""",1,30mH7G8gmIfrKFlsgMX4Xk,7.0,0.754,0.701,0.204,0.115,0.052,0.665,89.993,0.777,-14.612
Justin Bieber,"""What Do You Mean?""",1,35gz6dUzEbC5XQBIj18Ptm,5.0,0.992,0.68,0.103,0.108,0.0639,0.388,125.018,0.961,-22.293
Rihanna featuringÂ Drake,"""What's My Name?""",1,,,,,,,,,,,
Bruno Mars,"""When I Was Your Man""",1,2bPd1DxiH4UJ0cEACFiolr,19.0,0.974,0.725,0.105,0.0888,0.0425,0.272,119.875,0.936,-18.824
Flo Rida,"""Whistle""",2,0XsGicKah9ahYjDVcOl95e,4.0,0.972,0.488,0.253,0.113,0.0673,0.461,130.376,0.959,-18.43
Rihanna featuring Drake,"""Work""",9,,,,,,,,,,,
Miley Cyrus,"""Wrecking Ball""",3,5XMZqb5yLFTyuK4Yt7nye7,1.0,0.011,0.648,0.241,0.0882,0.0738,0.129,120.014,0.883,-13.199
